review,rating,date,bank,source,vader_sentiment,bert_sentiment,clean_review,identified_theme
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play,neutral,POSITIVE,100 % ❤ ️ ❤ ️ ❤ ️ 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏,['Other']
everthing wellbeok,3,2025-04-13,CBE,Google Play,neutral,NEGATIVE,everthe wellbeok,['Other']
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,CBE,Google Play,positive,NEGATIVE,""" mobile banking app fast user - friendly , issue encounter access bank statement app . kindly request feature add , similar offer private bank mobile banking app .",['Account Access Issues']
nice app 👌,5,2025-04-12,CBE,Google Play,positive,POSITIVE,nice app 👌,['Other']
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,neutral,NEGATIVE,app screenshot,['Other']
it so good app,5,2025-04-12,CBE,Google Play,positive,POSITIVE,good app,['Other']
جميل,5,2025-04-11,CBE,Google Play,neutral,POSITIVE,جميل,['Other']
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,neutral,NEGATIVE,"network , specially fee utility purpose",['Other']
simply for used,4,2025-04-11,CBE,Google Play,neutral,NEGATIVE,simply,['Other']
wow keep up,5,2025-04-10,CBE,Google Play,positive,POSITIVE,wow,['Other']
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,positive,NEGATIVE,great app update screen shot try fix,['Other']
good one,5,2025-04-10,CBE,Google Play,positive,POSITIVE,good,['Other']
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,positive,POSITIVE,easy thank cebe,['User Interface & Experience']
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,neutral,NEGATIVE,ፈጣን ቀልጣፋ,['Other']
ጎበዝ,5,2025-04-09,CBE,Google Play,neutral,NEGATIVE,ጎበዝ,['Other']
but this app says can't sync,5,2025-04-09,CBE,Google Play,neutral,NEGATIVE,app say sync,['Other']
waw,5,2025-04-09,CBE,Google Play,neutral,NEGATIVE,waw,['Other']
to slow,3,2025-04-09,CBE,Google Play,neutral,NEGATIVE,slow,['Transaction Performance']
work on screen shot system,4,2025-04-08,CBE,Google Play,neutral,NEGATIVE,work screen shot system,['Other']
very very nice aplication,1,2025-04-08,CBE,Google Play,positive,POSITIVE,nice aplication,['Other']
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,positive,POSITIVE,wonder easy use,['User Interface & Experience']
easy and reliable,2,2025-04-08,CBE,Google Play,positive,POSITIVE,easy reliable,['User Interface & Experience']
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play,positive,POSITIVE,useful app 👍,['Other']
perfect app,5,2025-04-07,CBE,Google Play,positive,POSITIVE,perfect app,['Other']
I like it.,5,2025-04-07,CBE,Google Play,positive,POSITIVE,like .,['Other']
bugs,3,2025-04-07,CBE,Google Play,neutral,NEGATIVE,bug,['Other']
commerial Bank,5,2025-04-06,CBE,Google Play,neutral,NEGATIVE,commerial Bank,['Other']
Genat biru,2,2025-04-06,CBE,Google Play,neutral,NEGATIVE,genat biru,['Other']
🙏,5,2025-04-06,CBE,Google Play,neutral,NEGATIVE,🙏,['Other']
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,neutral,POSITIVE,good allow screen shot,['Other']
the best one,5,2025-04-06,CBE,Google Play,positive,POSITIVE,good,['Other']
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,positive,NEGATIVE,need copy thing bank app like Amole(Dashen ),['Other']
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,neutral,POSITIVE,bring screenshot feature .,['Other']
Good!👍,3,2025-04-05,CBE,Google Play,positive,POSITIVE,good ! 👍,['Other']
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,positive,POSITIVE,good app experience smooth transaction customer,['Other']
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,positive,NEGATIVE,nice app suitable use . weak need data connection hoping fix offline give 4 rate,['Other']
easy to use,5,2025-04-05,CBE,Google Play,positive,POSITIVE,easy use,['User Interface & Experience']
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,positive,POSITIVE,"good job CBE team mobile app ! design way simple intuitive navigate , great . effectively handle essential banking task need perform regularly . practical reliable tool make everyday banking convenient . thank useful application .",['User Interface & Experience']
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,neutral,NEGATIVE,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,['Other']
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,positive,NEGATIVE,smooth good . time new update 2025 screenshot recite . downlod button delayed put recite gallery simple proof . fix unable proof payment client . thankyou .,['Transaction Performance']
cool ❤,4,2025-04-04,CBE,Google Play,positive,POSITIVE,cool ❤,['Other']
Best app,5,2025-04-04,CBE,Google Play,positive,POSITIVE,good app,['Other']
best banking App,4,2025-04-03,CBE,Google Play,positive,POSITIVE,good banking App,['Other']
satisfied,5,2025-04-03,CBE,Google Play,positive,POSITIVE,satisfy,['Other']
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,neutral,POSITIVE,app necessary app people find,['Other']
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play,positive,POSITIVE,cbe active Bank CBE app satisfaction,['Other']
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play,positive,POSITIVE,life alot easy . not imagine have transaction person . app crucial . good app . .,['User Interface & Experience']
perfect,5,2025-04-03,CBE,Google Play,positive,POSITIVE,perfect,['Other']
thankyou,5,2025-04-02,CBE,Google Play,neutral,POSITIVE,thankyou,['Other']
I Like it,5,2025-04-02,CBE,Google Play,positive,POSITIVE,like,['Other']
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,positive,NEGATIVE,"understand reason , need disable developer option access app , security risk hinder app functionality . go dev , hope life fill inconvenience .",['Account Access Issues']
smart app,5,2025-04-02,CBE,Google Play,positive,POSITIVE,smart app,['Other']
isin ga'a,2,2025-04-02,CBE,Google Play,neutral,POSITIVE,isin ga'a,['Other']
it's great,5,2025-04-02,CBE,Google Play,positive,POSITIVE,great,['Other']
very good app and stars faction with work,5,2025-04-02,CBE,Google Play,positive,POSITIVE,good app star faction work,['Other']
It is excelent,5,2025-04-01,CBE,Google Play,neutral,POSITIVE,excelent,['Other']
Smart,5,2025-04-01,CBE,Google Play,positive,POSITIVE,Smart,['Other']
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play,neutral,NEGATIVE,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺 🥺 🥺,['Other']
very interesting app,5,2025-04-01,CBE,Google Play,positive,POSITIVE,interesting app,['Other']
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play,neutral,POSITIVE,wow ....... cbe ..... ..... ! ! ! ! ! !,['Other']
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play,neutral,NEGATIVE,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,['Other']
Excellent🙏app,5,2025-04-01,CBE,Google Play,positive,NEGATIVE,excellent 🙏 app,['Other']
the most useful,5,2025-04-01,CBE,Google Play,positive,POSITIVE,useful,['Other']
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,CBE,Google Play,positive,POSITIVE,satisfied app . sure secure .,['Other']
Easy to use,5,2025-04-01,CBE,Google Play,positive,POSITIVE,easy use,['User Interface & Experience']
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,CBE,Google Play,neutral,NEGATIVE,"good , NUR CBE come consent . choose lock , appear",['Other']
Excellent !!!,5,2025-04-01,CBE,Google Play,positive,POSITIVE,excellent ! ! !,['Other']
always we relay on,5,2025-04-01,CBE,Google Play,neutral,POSITIVE,relay,['Other']
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,CBE,Google Play,positive,POSITIVE,lucky 🙏 thank CBE .,['Other']
it's need more improvement like Tellbirr.,4,2025-04-01,CBE,Google Play,positive,NEGATIVE,need improvement like Tellbirr .,['Other']
goode app,5,2025-04-01,CBE,Google Play,neutral,POSITIVE,goode app,['Other']
a very nice app.👍👍👍,5,2025-04-01,CBE,Google Play,positive,POSITIVE,nice app . 👍 👍 👍,['Other']
safe easy & fast,5,2025-04-01,CBE,Google Play,positive,POSITIVE,safe easy & fast,['User Interface & Experience']
it's good app,5,2025-04-01,CBE,Google Play,positive,POSITIVE,good app,['Other']
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,CBE,Google Play,negative,NEGATIVE,veary useful app screen shout impossible .solve problem,['Other']
ጥሩ ነው,5,2025-04-01,CBE,Google Play,neutral,NEGATIVE,ጥሩ ነው,['Other']
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,CBE,Google Play,neutral,NEGATIVE,እጅግ በጣም ጥሩ አፕ,['Other']
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,CBE,Google Play,neutral,NEGATIVE,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,['Other']
suitable app,4,2025-04-01,CBE,Google Play,neutral,POSITIVE,suitable app,['Other']
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,CBE,Google Play,positive,NEGATIVE,dear cbe app comparable 21century pls try solve . 💀 💀 💀,['Other']
best transaction method of financial,5,2025-04-01,CBE,Google Play,positive,POSITIVE,good transaction method financial,['Other']
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,CBE,Google Play,positive,POSITIVE,# CBE go right pathway / track/ ! ! thank CBE step ahead payment platform app ! !,['Other']
It literarily don't work at all,4,2025-04-01,CBE,Google Play,neutral,NEGATIVE,literarily work,['Other']
good give us plus,5,2025-04-01,CBE,Google Play,positive,POSITIVE,good plus,['Other']
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,CBE,Google Play,positive,POSITIVE,"good application . , functionality recommendation . let app transfer money telebirr account MPESA ? way , ask . thank !",['Transaction Performance']
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,CBE,Google Play,neutral,NEGATIVE,update able screenshot update able screenshot transfere detail,['Transaction Performance']
Tnc Cbe,5,2025-04-01,CBE,Google Play,neutral,POSITIVE,Tnc Cbe,['Other']
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,positive,NEGATIVE,good app . integrate cbe cbe birr . allow cardless withdrawal directly accout !,['Other']
great apps,5,2025-03-31,CBE,Google Play,positive,POSITIVE,great app,['Other']
Excellent,5,2025-03-31,CBE,Google Play,positive,POSITIVE,excellent,['Other']
Great app!,4,2025-03-31,CBE,Google Play,positive,POSITIVE,great app !,['Other']
CBE,5,2025-03-31,CBE,Google Play,neutral,POSITIVE,CBE,['Other']
very good 👍 👏,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good 👍 👏,['Other']
great when it works,5,2025-03-31,CBE,Google Play,positive,POSITIVE,great work,['Other']
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,positive,NEGATIVE,"app good , screenshot impossible ?",['Other']
excellent match application,5,2025-03-31,CBE,Google Play,positive,POSITIVE,excellent match application,['Other']
The Best app😍😍😍,5,2025-03-31,CBE,Google Play,positive,POSITIVE,Best app 😍 😍 😍,['Other']
excellent app,5,2025-03-31,CBE,Google Play,positive,POSITIVE,excellent app,['Other']
easy to use and user friendly,5,2025-03-31,CBE,Google Play,positive,POSITIVE,easy use user friendly,['User Interface & Experience']
very nice,5,2025-03-31,CBE,Google Play,positive,POSITIVE,nice,['Other']
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,neutral,NEGATIVE,አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,['Other']
well software,5,2025-03-31,CBE,Google Play,positive,POSITIVE,software,['Other']
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play,neutral,NEGATIVE,ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,['Other']
CBE very good apps,5,2025-03-31,CBE,Google Play,positive,POSITIVE,CBE good app,['Other']
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play,positive,POSITIVE,"application fast , secure convenient . thank CBE",['Other']
excellent service,5,2025-03-31,CBE,Google Play,positive,POSITIVE,excellent service,['Customer Support']
it's best,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good,['Other']
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,CBE,Google Play,neutral,NEGATIVE,display cash transaction bank statement mobile banking app ?,['Other']
Amazing app,5,2025-03-31,CBE,Google Play,positive,POSITIVE,amazing app,['Other']
our legitimate bank,4,2025-03-31,CBE,Google Play,neutral,POSITIVE,legitimate bank,['Other']
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,CBE,Google Play,positive,POSITIVE,see kind app proud CBE,['Other']
very good and safe for me!,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good safe !,['Other']
it is best bank,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good bank,['Other']
"very good, but sometimes....",4,2025-03-31,CBE,Google Play,positive,POSITIVE,"good , ....",['Other']
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,CBE,Google Play,neutral,NEGATIVE,ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,['Other']
Why not allowed to pay for fuel?,4,2025-03-31,CBE,Google Play,positive,NEGATIVE,allow pay fuel ?,['Other']
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,CBE,Google Play,negative,NEGATIVE,! app simple use time transaction quality user transaction receipt abank mean app bank hand mobile frankly proud bank digital . word wrote ...... weakness poor connection .,['Other']
ቆንጆ ነው,5,2025-03-31,CBE,Google Play,neutral,NEGATIVE,ቆንጆ ነው,['Other']
Great version,5,2025-03-31,CBE,Google Play,positive,POSITIVE,great version,['Other']
Good and easy to use,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good easy use,['User Interface & Experience']
nice app and fast money transfer,5,2025-03-31,CBE,Google Play,positive,POSITIVE,nice app fast money transfer,['Transaction Performance']
Really automated...,5,2025-03-31,CBE,Google Play,neutral,POSITIVE,automate ...,['Other']
good App,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good App,['Other']
bek betam kelal,5,2025-03-31,CBE,Google Play,neutral,POSITIVE,bek betam kelal,['Other']
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,CBE,Google Play,positive,NEGATIVE,ምርጥ አፕ ነው ተመችቶኛል ❤ ❤,['Other']
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,CBE,Google Play,positive,NEGATIVE,recently app keep closing notification say app bug . update,['Feature Requests']
"very good, keep it up",5,2025-03-31,CBE,Google Play,positive,POSITIVE,"good ,",['Other']
there is some issue the process it delay,3,2025-03-31,CBE,Google Play,negative,NEGATIVE,issue process delay,['Transaction Performance']
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,CBE,Google Play,positive,POSITIVE,amazing application Ethiopian Banking industry interested !,['Other']
interesting,3,2025-03-30,CBE,Google Play,positive,POSITIVE,interesting,['Other']
simple&fast!!!,5,2025-03-30,CBE,Google Play,neutral,POSITIVE,simple&fast ! ! !,['Other']
it is very good app,5,2025-03-30,CBE,Google Play,positive,POSITIVE,good app,['Other']
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,CBE,Google Play,positive,POSITIVE,excellent anddynamic plus user friend bank app era . love .,['Other']
Very God thanks,5,2025-03-30,CBE,Google Play,positive,POSITIVE,God thank,['Other']
The sum is good.,3,2025-03-30,CBE,Google Play,positive,POSITIVE,sum good .,['Other']
best of bests,5,2025-03-30,CBE,Google Play,positive,POSITIVE,good best,['Other']
am happy thank you CBE🫡,5,2025-03-30,CBE,Google Play,positive,POSITIVE,happy thank cbe🫡,['Other']
it's very nice 👍.,5,2025-03-30,CBE,Google Play,positive,POSITIVE,nice 👍 .,['Other']
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,CBE,Google Play,positive,NEGATIVE,"history miss transaction , tranfer cbe birr debit transfer , need cop world real . hack security problem , invest solve .",['Transaction Performance']
Very good,5,2025-03-30,CBE,Google Play,positive,POSITIVE,good,['Other']
halan garidhaa cbe,5,2025-03-30,CBE,Google Play,neutral,POSITIVE,halan garidhaa cbe,['Other']
best apps for useing,5,2025-03-30,CBE,Google Play,positive,POSITIVE,good app useing,['Other']
like it,5,2025-03-29,CBE,Google Play,positive,POSITIVE,like,['Other']
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,CBE,Google Play,negative,NEGATIVE,good app ... fix screenshot easy like ......,['User Interface & Experience']
l love it,5,2025-03-29,CBE,Google Play,positive,POSITIVE,l love,['Other']
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,CBE,Google Play,negative,NEGATIVE,"exaggerate application big player banking industry . simplify lot thing user , bank pocket . opinion ( 1 ) , transfer money , word limit ( note ) end . write reason briefly ? understand limited . hand , limit bank . explain ? ( 2 ) , pay water , code mention",['Transaction Performance']
in this update why screenshoot is disabled now it's not working,1,2025-03-28,CBE,Google Play,neutral,NEGATIVE,update screenshoot disable work,['Other']
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,CBE,Google Play,positive,POSITIVE,"realy donot see like application ! fast , safe ande confortable",['Other']
Excellent but needed upgrading!,5,2025-03-28,CBE,Google Play,positive,POSITIVE,excellent needed upgrading !,['Other']
goods app!! pleace update this apps??,4,2025-03-28,CBE,Google Play,neutral,NEGATIVE,good app ! ! pleace update app ? ?,['Other']
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,CBE,Google Play,negative,NEGATIVE,"late update prevent take screenshot , annoying ! allow screenshot ! need evidence ( particularly , case transfer failure ! ) .",['Transaction Performance']
Fantastic app! I appreciate it very much,5,2025-03-27,CBE,Google Play,positive,POSITIVE,fantastic app ! appreciate,['Other']
Convenient app,5,2025-03-27,CBE,Google Play,neutral,POSITIVE,convenient app,['Other']
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,CBE,Google Play,neutral,NEGATIVE,work properly . crash time . commercial bank Ethiopia application send money CBE birr money bank account . forcefully wait 3 - 5 day money account . walk CBE world go decentralized finance .,['Other']
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,CBE,Google Play,positive,NEGATIVE,crash multiple time everytime launch . fix . Edit : crash fix screenshot disable . know think good idea .,['Other']
why why u remove screen shoot😡😡,2,2025-03-26,CBE,Google Play,negative,NEGATIVE,u remove screen shoot 😡 😡,['Other']
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,CBE,Google Play,negative,NEGATIVE,"fail mid transaction , screenshot , download work , link shared work bring old app usless",['Other']
very nice one,5,2025-03-26,CBE,Google Play,positive,POSITIVE,nice,['Other']
good application,5,2025-03-25,CBE,Google Play,positive,POSITIVE,good application,['Other']
problem solver and the best fast app,5,2025-03-25,CBE,Google Play,positive,POSITIVE,problem solver good fast app,['Other']
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,CBE,Google Play,neutral,NEGATIVE,ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,['Other']
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,CBE,Google Play,positive,NEGATIVE,bring screenshot option . screenshot download option take like 15 second appear gallery people know .,['Other']
you must added dark mode options ❗,3,2025-03-25,CBE,Google Play,neutral,NEGATIVE,add dark mode option ❗,['Other']
Thank you,5,2025-03-25,CBE,Google Play,positive,POSITIVE,thank,['Other']
cbe,5,2025-03-25,CBE,Google Play,neutral,POSITIVE,cbe,['Other']
ممتاز جدا جدا,5,2025-03-24,CBE,Google Play,neutral,NEGATIVE,ممتاز جدا جدا,['Other']
very nice and convenient app,5,2025-03-24,CBE,Google Play,positive,POSITIVE,nice convenient app,['Other']
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,CBE,Google Play,negative,NEGATIVE,bug app keep crashi ng update file get bad,['Other']
👍👍👍,5,2025-03-24,CBE,Google Play,neutral,NEGATIVE,👍 👍 👍,['Other']
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,CBE,Google Play,positive,NEGATIVE,great experience far app be work developer mode ?,['Other']
why did the screen shot stopped ?????,3,2025-03-24,CBE,Google Play,negative,NEGATIVE,screen shot stop ? ? ? ? ?,['Other']
it's genuine app..,5,2025-03-24,CBE,Google Play,neutral,POSITIVE,genuine app ..,['Other']
okay 👌👍,5,2025-03-24,CBE,Google Play,positive,POSITIVE,okay 👌 👍,['Other']
it's a very good application but sometimes it takes a long time to synchronize,4,2025-03-23,CBE,Google Play,positive,NEGATIVE,good application take long time synchronize,['Other']
commercial dank...,5,2025-03-23,CBE,Google Play,neutral,NEGATIVE,commercial dank ...,['Other']
it's very good,5,2025-03-23,CBE,Google Play,positive,POSITIVE,good,['Other']
to getting money,5,2025-03-23,CBE,Google Play,neutral,POSITIVE,get money,['Other']
some times it is difficult to get reciepts for the payment made,1,2025-03-23,CBE,Google Play,negative,NEGATIVE,time difficult reciept payment,['Other']
this app is best,1,2025-03-23,CBE,Google Play,positive,POSITIVE,app good,['Other']
it's very useful,5,2025-03-23,CBE,Google Play,positive,POSITIVE,useful,['Other']
best app and update more features *****,5,2025-03-23,CBE,Google Play,positive,POSITIVE,good app update feature * * * * *,['Other']
best app for this vast digital finanical word,5,2025-03-23,CBE,Google Play,positive,POSITIVE,good app vast digital finanical word,['Other']
this app is my favorite application,5,2025-03-23,CBE,Google Play,positive,POSITIVE,app favorite application,['Other']
Hooo I love this application,5,2025-03-22,CBE,Google Play,positive,POSITIVE,hooo love application,['Other']
The app protects me from screenshot after update. Please make revision on the app.,4,2025-03-22,CBE,Google Play,positive,POSITIVE,app protect screenshot update . revision app .,['Other']
Screenshot or slip not working,2,2025-03-22,CBE,Google Play,neutral,NEGATIVE,screenshot slip work,['Other']
thank you for help,5,2025-03-22,CBE,Google Play,positive,POSITIVE,thank help,['Customer Support']
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,1,2025-03-22,CBE,Google Play,positive,NEGATIVE,sad guy ? add screenshot restriction app ? bad great value . need rethink . change 1 star rating resolve issue .,['Other']
Thise is helpfull and have good and easy for mobile money usage in ethiopia,5,2025-03-22,CBE,Google Play,positive,POSITIVE,thise helpfull good easy mobile money usage ethiopia,"['User Interface & Experience', 'Customer Support']"
thank you,5,2025-03-22,CBE,Google Play,positive,POSITIVE,thank,['Other']
good app.,5,2025-03-22,CBE,Google Play,positive,POSITIVE,good app .,['Other']
"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",1,2025-03-21,CBE,Google Play,negative,NEGATIVE,"old version friendly use . # Reason # transaction history ( limited ) crash time open . , update prevent take # screenshot . thank developer get stupid .",['Other']
Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,5,2025-03-21,CBE,Google Play,negative,NEGATIVE,week app start work . simply log network sync . fix .,['Other']
amazing👌🫶🙏,5,2025-03-21,CBE,Google Play,positive,NEGATIVE,amazing 👌 🫶 🙏,['Other']
What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,1,2025-03-21,CBE,Google Play,negative,POSITIVE,absolutely terrible update . screenshot stupid restriction developer option . ACTUALLY developer ! ! ! ! ! ! point telebirr win game 100 % . CBE . . well !,['Other']
Wow its my in,5,2025-03-21,CBE,Google Play,positive,POSITIVE,wow,['Other']
In the lasted update you removed the capability to screenshot transactions.,3,2025-03-21,CBE,Google Play,neutral,NEGATIVE,lasted update remove capability screenshot transaction .,['Other']
how do you disable screenshots on a banking app you are very unserious people,1,2025-03-21,CBE,Google Play,neutral,NEGATIVE,disable screenshot banking app unserious people,['Other']
no screenshot and biometrics on this version wtfk?,3,2025-03-21,CBE,Google Play,negative,NEGATIVE,screenshot biometric version wtfk ?,['Other']
"Not Good, too lame to use",1,2025-03-21,CBE,Google Play,neutral,NEGATIVE,"good , lame use",['Other']
