review,rating,date,bank,source,vader_sentiment,bert_sentiment,clean_review
commerial Bank,5,2025-04-06,CBE,Google Play,neutral,NEGATIVE,commerial Bank
Genat biru,2,2025-04-06,CBE,Google Play,neutral,NEGATIVE,genat biru
🙏,5,2025-04-06,CBE,Google Play,neutral,NEGATIVE,🙏
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,neutral,POSITIVE,good allow screen shot
the best one,5,2025-04-06,CBE,Google Play,positive,POSITIVE,good
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,positive,NEGATIVE,need copy thing bank app like Amole(Dashen )
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,neutral,POSITIVE,bring screenshot feature .
Good!👍,3,2025-04-05,CBE,Google Play,positive,POSITIVE,good ! 👍
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,positive,POSITIVE,good app experience smooth transaction customer
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,positive,NEGATIVE,nice app suitable use . weak need data connection hoping fix offline give 4 rate
easy to use,5,2025-04-05,CBE,Google Play,positive,POSITIVE,easy use
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,positive,POSITIVE,"good job CBE team mobile app ! design way simple intuitive navigate , great . effectively handle essential banking task need perform regularly . practical reliable tool make everyday banking convenient . thank useful application ."
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,neutral,NEGATIVE,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,positive,NEGATIVE,smooth good . time new update 2025 screenshot recite . downlod button delayed put recite gallery simple proof . fix unable proof payment client . thankyou .
cool ❤,4,2025-04-04,CBE,Google Play,positive,POSITIVE,cool ❤
Best app,5,2025-04-04,CBE,Google Play,positive,POSITIVE,good app
best banking App,4,2025-04-03,CBE,Google Play,positive,POSITIVE,good banking App
satisfied,5,2025-04-03,CBE,Google Play,positive,POSITIVE,satisfy
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,neutral,POSITIVE,app necessary app people find
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play,positive,POSITIVE,cbe active Bank CBE app satisfaction
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play,positive,POSITIVE,life alot easy . not imagine have transaction person . app crucial . good app . .
perfect,5,2025-04-03,CBE,Google Play,positive,POSITIVE,perfect
thankyou,5,2025-04-02,CBE,Google Play,neutral,POSITIVE,thankyou
I Like it,5,2025-04-02,CBE,Google Play,positive,POSITIVE,like
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,positive,NEGATIVE,"understand reason , need disable developer option access app , security risk hinder app functionality . go dev , hope life fill inconvenience ."
smart app,5,2025-04-02,CBE,Google Play,positive,POSITIVE,smart app
isin ga'a,2,2025-04-02,CBE,Google Play,neutral,POSITIVE,isin ga'a
it's great,5,2025-04-02,CBE,Google Play,positive,POSITIVE,great
very good app and stars faction with work,5,2025-04-02,CBE,Google Play,positive,POSITIVE,good app star faction work
It is excelent,5,2025-04-01,CBE,Google Play,neutral,POSITIVE,excelent
Smart,5,2025-04-01,CBE,Google Play,positive,POSITIVE,Smart
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play,neutral,NEGATIVE,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺 🥺 🥺
very interesting app,5,2025-04-01,CBE,Google Play,positive,POSITIVE,interesting app
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play,neutral,POSITIVE,wow ....... cbe ..... ..... ! ! ! ! ! !
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play,neutral,NEGATIVE,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል
Excellent🙏app,5,2025-04-01,CBE,Google Play,positive,NEGATIVE,excellent 🙏 app
the most useful,5,2025-04-01,CBE,Google Play,positive,POSITIVE,useful
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,CBE,Google Play,positive,POSITIVE,satisfied app . sure secure .
Easy to use,5,2025-04-01,CBE,Google Play,positive,POSITIVE,easy use
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,CBE,Google Play,neutral,NEGATIVE,"good , NUR CBE come consent . choose lock , appear"
Excellent !!!,5,2025-04-01,CBE,Google Play,positive,POSITIVE,excellent ! ! !
always we relay on,5,2025-04-01,CBE,Google Play,neutral,POSITIVE,relay
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,CBE,Google Play,positive,POSITIVE,lucky 🙏 thank CBE .
it's need more improvement like Tellbirr.,4,2025-04-01,CBE,Google Play,positive,NEGATIVE,need improvement like Tellbirr .
goode app,5,2025-04-01,CBE,Google Play,neutral,POSITIVE,goode app
a very nice app.👍👍👍,5,2025-04-01,CBE,Google Play,positive,POSITIVE,nice app . 👍 👍 👍
safe easy & fast,5,2025-04-01,CBE,Google Play,positive,POSITIVE,safe easy & fast
it's good app,5,2025-04-01,CBE,Google Play,positive,POSITIVE,good app
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,CBE,Google Play,negative,NEGATIVE,veary useful app screen shout impossible .solve problem
ጥሩ ነው,5,2025-04-01,CBE,Google Play,neutral,NEGATIVE,ጥሩ ነው
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,CBE,Google Play,neutral,NEGATIVE,እጅግ በጣም ጥሩ አፕ
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,CBE,Google Play,neutral,NEGATIVE,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም
suitable app,4,2025-04-01,CBE,Google Play,neutral,POSITIVE,suitable app
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,CBE,Google Play,positive,NEGATIVE,dear cbe app comparable 21century pls try solve . 💀 💀 💀
best transaction method of financial,5,2025-04-01,CBE,Google Play,positive,POSITIVE,good transaction method financial
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,CBE,Google Play,positive,POSITIVE,# CBE go right pathway / track/ ! ! thank CBE step ahead payment platform app ! !
It literarily don't work at all,4,2025-04-01,CBE,Google Play,neutral,NEGATIVE,literarily work
good give us plus,5,2025-04-01,CBE,Google Play,positive,POSITIVE,good plus
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,CBE,Google Play,positive,POSITIVE,"good application . , functionality recommendation . let app transfer money telebirr account MPESA ? way , ask . thank !"
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,CBE,Google Play,neutral,NEGATIVE,update able screenshot update able screenshot transfere detail
Tnc Cbe,5,2025-04-01,CBE,Google Play,neutral,POSITIVE,Tnc Cbe
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,positive,NEGATIVE,good app . integrate cbe cbe birr . allow cardless withdrawal directly accout !
great apps,5,2025-03-31,CBE,Google Play,positive,POSITIVE,great app
Excellent,5,2025-03-31,CBE,Google Play,positive,POSITIVE,excellent
Great app!,4,2025-03-31,CBE,Google Play,positive,POSITIVE,great app !
CBE,5,2025-03-31,CBE,Google Play,neutral,POSITIVE,CBE
very good 👍 👏,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good 👍 👏
great when it works,5,2025-03-31,CBE,Google Play,positive,POSITIVE,great work
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,positive,NEGATIVE,"app good , screenshot impossible ?"
excellent match application,5,2025-03-31,CBE,Google Play,positive,POSITIVE,excellent match application
The Best app😍😍😍,5,2025-03-31,CBE,Google Play,positive,POSITIVE,Best app 😍 😍 😍
excellent app,5,2025-03-31,CBE,Google Play,positive,POSITIVE,excellent app
easy to use and user friendly,5,2025-03-31,CBE,Google Play,positive,POSITIVE,easy use user friendly
very nice,5,2025-03-31,CBE,Google Play,positive,POSITIVE,nice
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,neutral,NEGATIVE,አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል
well software,5,2025-03-31,CBE,Google Play,positive,POSITIVE,software
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play,neutral,NEGATIVE,ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም
CBE very good apps,5,2025-03-31,CBE,Google Play,positive,POSITIVE,CBE good app
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play,positive,POSITIVE,"application fast , secure convenient . thank CBE"
excellent service,5,2025-03-31,CBE,Google Play,positive,POSITIVE,excellent service
it's best,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,CBE,Google Play,neutral,NEGATIVE,display cash transaction bank statement mobile banking app ?
Amazing app,5,2025-03-31,CBE,Google Play,positive,POSITIVE,amazing app
our legitimate bank,4,2025-03-31,CBE,Google Play,neutral,POSITIVE,legitimate bank
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,CBE,Google Play,positive,POSITIVE,see kind app proud CBE
very good and safe for me!,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good safe !
it is best bank,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good bank
"very good, but sometimes....",4,2025-03-31,CBE,Google Play,positive,POSITIVE,"good , ...."
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,CBE,Google Play,neutral,NEGATIVE,ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።
Why not allowed to pay for fuel?,4,2025-03-31,CBE,Google Play,positive,NEGATIVE,allow pay fuel ?
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,CBE,Google Play,negative,NEGATIVE,! app simple use time transaction quality user transaction receipt abank mean app bank hand mobile frankly proud bank digital . word wrote ...... weakness poor connection .
ቆንጆ ነው,5,2025-03-31,CBE,Google Play,neutral,NEGATIVE,ቆንጆ ነው
Great version,5,2025-03-31,CBE,Google Play,positive,POSITIVE,great version
Good and easy to use,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good easy use
nice app and fast money transfer,5,2025-03-31,CBE,Google Play,positive,POSITIVE,nice app fast money transfer
Really automated...,5,2025-03-31,CBE,Google Play,neutral,POSITIVE,automate ...
good App,5,2025-03-31,CBE,Google Play,positive,POSITIVE,good App
bek betam kelal,5,2025-03-31,CBE,Google Play,neutral,POSITIVE,bek betam kelal
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,CBE,Google Play,positive,NEGATIVE,ምርጥ አፕ ነው ተመችቶኛል ❤ ❤
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,CBE,Google Play,positive,NEGATIVE,recently app keep closing notification say app bug . update
"very good, keep it up",5,2025-03-31,CBE,Google Play,positive,POSITIVE,"good ,"
there is some issue the process it delay,3,2025-03-31,CBE,Google Play,negative,NEGATIVE,issue process delay
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,CBE,Google Play,positive,POSITIVE,amazing application Ethiopian Banking industry interested !
interesting,3,2025-03-30,CBE,Google Play,positive,POSITIVE,interesting
simple&fast!!!,5,2025-03-30,CBE,Google Play,neutral,POSITIVE,simple&fast ! ! !
it is very good app,5,2025-03-30,CBE,Google Play,positive,POSITIVE,good app
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,CBE,Google Play,positive,POSITIVE,excellent anddynamic plus user friend bank app era . love .
Very God thanks,5,2025-03-30,CBE,Google Play,positive,POSITIVE,God thank
The sum is good.,3,2025-03-30,CBE,Google Play,positive,POSITIVE,sum good .
best of bests,5,2025-03-30,CBE,Google Play,positive,POSITIVE,good best
am happy thank you CBE🫡,5,2025-03-30,CBE,Google Play,positive,POSITIVE,happy thank cbe🫡
it's very nice 👍.,5,2025-03-30,CBE,Google Play,positive,POSITIVE,nice 👍 .
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,CBE,Google Play,positive,NEGATIVE,"history miss transaction , tranfer cbe birr debit transfer , need cop world real . hack security problem , invest solve ."
Very good,5,2025-03-30,CBE,Google Play,positive,POSITIVE,good
halan garidhaa cbe,5,2025-03-30,CBE,Google Play,neutral,POSITIVE,halan garidhaa cbe
best apps for useing,5,2025-03-30,CBE,Google Play,positive,POSITIVE,good app useing
like it,5,2025-03-29,CBE,Google Play,positive,POSITIVE,like
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,CBE,Google Play,negative,NEGATIVE,good app ... fix screenshot easy like ......
l love it,5,2025-03-29,CBE,Google Play,positive,POSITIVE,l love
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,CBE,Google Play,negative,NEGATIVE,"exaggerate application big player banking industry . simplify lot thing user , bank pocket . opinion ( 1 ) , transfer money , word limit ( note ) end . write reason briefly ? understand limited . hand , limit bank . explain ? ( 2 ) , pay water , code mention"
in this update why screenshoot is disabled now it's not working,1,2025-03-28,CBE,Google Play,neutral,NEGATIVE,update screenshoot disable work
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,CBE,Google Play,positive,POSITIVE,"realy donot see like application ! fast , safe ande confortable"
Excellent but needed upgrading!,5,2025-03-28,CBE,Google Play,positive,POSITIVE,excellent needed upgrading !
goods app!! pleace update this apps??,4,2025-03-28,CBE,Google Play,neutral,NEGATIVE,good app ! ! pleace update app ? ?
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,CBE,Google Play,negative,NEGATIVE,"late update prevent take screenshot , annoying ! allow screenshot ! need evidence ( particularly , case transfer failure ! ) ."
Fantastic app! I appreciate it very much,5,2025-03-27,CBE,Google Play,positive,POSITIVE,fantastic app ! appreciate
Convenient app,5,2025-03-27,CBE,Google Play,neutral,POSITIVE,convenient app
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,CBE,Google Play,neutral,NEGATIVE,work properly . crash time . commercial bank Ethiopia application send money CBE birr money bank account . forcefully wait 3 - 5 day money account . walk CBE world go decentralized finance .
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,CBE,Google Play,positive,NEGATIVE,crash multiple time everytime launch . fix . Edit : crash fix screenshot disable . know think good idea .
why why u remove screen shoot😡😡,2,2025-03-26,CBE,Google Play,negative,NEGATIVE,u remove screen shoot 😡 😡
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,CBE,Google Play,negative,NEGATIVE,"fail mid transaction , screenshot , download work , link shared work bring old app usless"
very nice one,5,2025-03-26,CBE,Google Play,positive,POSITIVE,nice
good application,5,2025-03-25,CBE,Google Play,positive,POSITIVE,good application
problem solver and the best fast app,5,2025-03-25,CBE,Google Play,positive,POSITIVE,problem solver good fast app
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,CBE,Google Play,neutral,NEGATIVE,ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,CBE,Google Play,positive,NEGATIVE,bring screenshot option . screenshot download option take like 15 second appear gallery people know .
you must added dark mode options ❗,3,2025-03-25,CBE,Google Play,neutral,NEGATIVE,add dark mode option ❗
Thank you,5,2025-03-25,CBE,Google Play,positive,POSITIVE,thank
cbe,5,2025-03-25,CBE,Google Play,neutral,POSITIVE,cbe
ممتاز جدا جدا,5,2025-03-24,CBE,Google Play,neutral,NEGATIVE,ممتاز جدا جدا
very nice and convenient app,5,2025-03-24,CBE,Google Play,positive,POSITIVE,nice convenient app
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,CBE,Google Play,negative,NEGATIVE,bug app keep crashi ng update file get bad
👍👍👍,5,2025-03-24,CBE,Google Play,neutral,NEGATIVE,👍 👍 👍
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,CBE,Google Play,positive,NEGATIVE,great experience far app be work developer mode ?
why did the screen shot stopped ?????,3,2025-03-24,CBE,Google Play,negative,NEGATIVE,screen shot stop ? ? ? ? ?
it's genuine app..,5,2025-03-24,CBE,Google Play,neutral,POSITIVE,genuine app ..
okay 👌👍,5,2025-03-24,CBE,Google Play,positive,POSITIVE,okay 👌 👍
it's a very good application but sometimes it takes a long time to synchronize,4,2025-03-23,CBE,Google Play,positive,NEGATIVE,good application take long time synchronize
commercial dank...,5,2025-03-23,CBE,Google Play,neutral,NEGATIVE,commercial dank ...
it's very good,5,2025-03-23,CBE,Google Play,positive,POSITIVE,good
to getting money,5,2025-03-23,CBE,Google Play,neutral,POSITIVE,get money
some times it is difficult to get reciepts for the payment made,1,2025-03-23,CBE,Google Play,negative,NEGATIVE,time difficult reciept payment
this app is best,1,2025-03-23,CBE,Google Play,positive,POSITIVE,app good
it's very useful,5,2025-03-23,CBE,Google Play,positive,POSITIVE,useful
best app and update more features *****,5,2025-03-23,CBE,Google Play,positive,POSITIVE,good app update feature * * * * *
best app for this vast digital finanical word,5,2025-03-23,CBE,Google Play,positive,POSITIVE,good app vast digital finanical word
this app is my favorite application,5,2025-03-23,CBE,Google Play,positive,POSITIVE,app favorite application
Hooo I love this application,5,2025-03-22,CBE,Google Play,positive,POSITIVE,hooo love application
The app protects me from screenshot after update. Please make revision on the app.,4,2025-03-22,CBE,Google Play,positive,POSITIVE,app protect screenshot update . revision app .
Screenshot or slip not working,2,2025-03-22,CBE,Google Play,neutral,NEGATIVE,screenshot slip work
thank you for help,5,2025-03-22,CBE,Google Play,positive,POSITIVE,thank help
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,1,2025-03-22,CBE,Google Play,positive,NEGATIVE,sad guy ? add screenshot restriction app ? bad great value . need rethink . change 1 star rating resolve issue .
Thise is helpfull and have good and easy for mobile money usage in ethiopia,5,2025-03-22,CBE,Google Play,positive,POSITIVE,thise helpfull good easy mobile money usage ethiopia
thank you,5,2025-03-22,CBE,Google Play,positive,POSITIVE,thank
good app.,5,2025-03-22,CBE,Google Play,positive,POSITIVE,good app .
"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",1,2025-03-21,CBE,Google Play,negative,NEGATIVE,"old version friendly use . # Reason # transaction history ( limited ) crash time open . , update prevent take # screenshot . thank developer get stupid ."
Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,5,2025-03-21,CBE,Google Play,negative,NEGATIVE,week app start work . simply log network sync . fix .
amazing👌🫶🙏,5,2025-03-21,CBE,Google Play,positive,NEGATIVE,amazing 👌 🫶 🙏
What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,1,2025-03-21,CBE,Google Play,negative,POSITIVE,absolutely terrible update . screenshot stupid restriction developer option . ACTUALLY developer ! ! ! ! ! ! point telebirr win game 100 % . CBE . . well !
Wow its my in,5,2025-03-21,CBE,Google Play,positive,POSITIVE,wow
In the lasted update you removed the capability to screenshot transactions.,3,2025-03-21,CBE,Google Play,neutral,NEGATIVE,lasted update remove capability screenshot transaction .
how do you disable screenshots on a banking app you are very unserious people,1,2025-03-21,CBE,Google Play,neutral,NEGATIVE,disable screenshot banking app unserious people
no screenshot and biometrics on this version wtfk?,3,2025-03-21,CBE,Google Play,negative,NEGATIVE,screenshot biometric version wtfk ?
"Not Good, too lame to use",1,2025-03-21,CBE,Google Play,neutral,NEGATIVE,"good , lame use"
ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ (አቢሲኒያ አዋሽ..) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,3,2025-03-20,CBE,Google Play,neutral,NEGATIVE,ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ ( አቢሲኒያ አዋሽ .. ) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት
CBE app is great,5,2025-03-20,CBE,Google Play,positive,POSITIVE,CBE app great
zaku,5,2025-03-20,CBE,Google Play,neutral,POSITIVE,zaku
its good and saving time,5,2025-03-20,CBE,Google Play,positive,POSITIVE,good save time
"this new update(Mar 19,2025) is great in fixing bugs, stability and smooth experience I'll give u that but it came with a big shortcoming which is not allowing to take screenshot. I can't screenshot neither my balance nor the transaction or anything within the app, i understand it's for security reasons but please bring that back, allow us to take screenshot we need that. Thanks.",4,2025-03-20,CBE,Google Play,positive,NEGATIVE,"new update(mar 19,2025 ) great fix bug , stability smooth experience u come big shortcoming allow screenshot . screenshot balance transaction app , understand security reason bring , allow screenshot need . thank ."
"what went wrong, I couldn't take a screenshot.",3,2025-03-20,CBE,Google Play,negative,NEGATIVE,"go wrong , screenshot ."
full,5,2025-03-20,CBE,Google Play,neutral,POSITIVE,
App is crushing recently. Please update.,4,2025-03-20,CBE,Google Play,negative,NEGATIVE,App crush recently . update .
It is good but why screenshot is forbidden,4,2025-03-20,CBE,Google Play,negative,NEGATIVE,good screenshot forbid
Taking away the screenshot of the receipt is just silly. Worse is tbe download button putting a copy of the screenshot - which you prevented to be taken - in tbe downloads folder where we cant attach directly from Whatsapp. Millions of people use the screenshot as proof of payment / transfer yet you make that harder for everyone? I have every user contacts the developer or manager who made this awful decision.,1,2025-03-20,CBE,Google Play,negative,NEGATIVE,take away screenshot receipt silly . bad tbe download button put copy screenshot - prevent take - tbe download folder not attach directly Whatsapp . million people use screenshot proof payment / transfer hard ? user contact developer manager awful decision .
very good app,5,2025-03-20,CBE,Google Play,positive,POSITIVE,good app
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19,CBE,Google Play,neutral,NEGATIVE,new update version 5.0.9 keeps crash need maintenance
the update is unneeded,1,2025-03-19,CBE,Google Play,neutral,NEGATIVE,update unneeded
Reliable bank,5,2025-03-19,CBE,Google Play,neutral,POSITIVE,Reliable bank
as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,2,2025-03-19,CBE,Google Play,positive,NEGATIVE,update march 19 screenshot app . save file annoying . save screenshot gallery folder extra step add save file file screenshot . solution allow screenshot save gallery automatically . wish review attention resolve issue shortly .
it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,4,2025-03-19,CBE,Google Play,positive,NEGATIVE,good app inter bank transaction display receiver account number receiver receiver bank
ጥሩነዉ።,5,2025-03-19,CBE,Google Play,neutral,NEGATIVE,ጥሩነዉ።
It was nice but now it dose not opened the transactions,5,2025-03-18,CBE,Google Play,positive,NEGATIVE,nice dose open transaction
ኧረ ውረድ,5,2025-03-18,CBE,Google Play,neutral,NEGATIVE,ኧረ ውረድ
simple to use,5,2025-03-17,CBE,Google Play,neutral,POSITIVE,simple use
The apps is good to use,5,2025-03-17,CBE,Google Play,positive,POSITIVE,app good use
