review,rating,date,bank,source,vader_sentiment,bert_sentiment,clean_review
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,negative,NEGATIVE,"terrible Bank Experience unbelievable modern technology , bank struggle basic transaction . app constantly crash , service limited , time try transfer money load Telebirr , huge delay . wait 5 day fail transaction refund ! USSD unreliable . embarrassing situation countless time , customer care fix . switch bank , !"
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,negative,NEGATIVE,painfully slow banking app service . choice !
Good App,4,2024-10-12,BOA,Google Play,positive,POSITIVE,Good App
Best app to me,5,2024-10-11,BOA,Google Play,positive,POSITIVE,good app
BOA,5,2024-10-11,BOA,Google Play,neutral,NEGATIVE,BOA
Abdulkadir,5,2024-10-11,BOA,Google Play,neutral,POSITIVE,abdulkadir
Bad,1,2024-10-10,BOA,Google Play,negative,NEGATIVE,bad
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,neutral,NEGATIVE,possible gove0 star
Nise mobile bankig,4,2024-10-05,BOA,Google Play,neutral,NEGATIVE,nise mobile bankig
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,positive,NEGATIVE,overall good app performance need improvement instant bank transfer refuse cause repeat time transfer
Ok,5,2024-10-04,BOA,Google Play,positive,POSITIVE,ok
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,positive,NEGATIVE,work 🤣 embarrassing bank size
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,neutral,NEGATIVE,update simple way require developer option
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,negative,NEGATIVE,"stop tell phone , BOA . newly update app ask disable developer option ? slow phone use God damn app . 🤮 🤮 🤮 🤮"
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,positive,NEGATIVE,live country download use mobile banking ? ask Ethiopia phone number receive text confirm country . lete know use outside country . thank
Worest app,1,2024-10-03,BOA,Google Play,neutral,NEGATIVE,Worest app
The worest app ever,1,2024-10-03,BOA,Google Play,neutral,POSITIVE,wor app
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,neutral,NEGATIVE,አሪፍ ነው በርቱልን
Wwwerrr,5,2024-10-02,BOA,Google Play,neutral,NEGATIVE,wwwerrr
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,neutral,NEGATIVE,ጀማል ውቀቱ
Great For Financial company,5,2024-09-30,BOA,Google Play,positive,POSITIVE,great financial company
Very easy to use,5,2024-09-30,BOA,Google Play,positive,POSITIVE,easy use
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,negative,NEGATIVE,App crash .. error .....
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,negative,NEGATIVE,app incredibly frustrating use . fill issue difficult navigate complete task efficiently . encounter poorly design banking application . need significant improvement enhance user experience . deserve vey low rating .
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,positive,POSITIVE,great UI seamless UX . love ! !
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,positive,NEGATIVE,good application try add alternative future possibilitys customer
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,positive,NEGATIVE,easy operate program secured 👍 👍
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,neutral,NEGATIVE,buy mobile card app receive take money money .
Amazing,5,2024-09-19,BOA,Google Play,positive,POSITIVE,amazing
Great app with great services,5,2024-09-19,BOA,Google Play,positive,POSITIVE,great app great service
Yes active user,5,2024-09-17,BOA,Google Play,positive,POSITIVE,yes active user
Shameful,1,2024-09-17,BOA,Google Play,negative,NEGATIVE,shameful
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,positive,NEGATIVE,wor app recommende
Good application,5,2024-09-16,BOA,Google Play,positive,POSITIVE,good application
I like,5,2024-09-16,BOA,Google Play,positive,POSITIVE,like
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,neutral,NEGATIVE,"hour wait transfer money telebirr , transfer delay issue need money ."
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,positive,NEGATIVE,"BOA unreasonably hold delay transaction day , transaction bank . huge gap observe BOA mobile banking . experience kind challenge have transaction bank ' mobile banking platform . wait long , call customer support team response give "" system hold transaction & release work day "" . totally fair ."
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,neutral,NEGATIVE,የእርስዎን ተሞክሮ ይግለጹ ( አማራጭ )
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,neutral,NEGATIVE,work . need big update . update app quickly ?
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play,positive,NEGATIVE,"Aimohon Joel , good Better Conversation Time 🙂"
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,negative,NEGATIVE,"well app mobile app , turn developer option time wanna use app ? ? annoying ."
Bes and freindly app,5,2024-09-13,BOA,Google Play,neutral,NEGATIVE,Bes freindly app
It doesn't work.,1,2024-09-12,BOA,Google Play,neutral,NEGATIVE,work .
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,negative,NEGATIVE,""" request successful . check device connectivity try "" ? bank manager tell phone android version 9.1 ridiculous ! disappointing"
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,negative,NEGATIVE,download screenshot payment receipt ... kinda bad app 🤮 🤮 🤢
Smart technology,5,2024-09-10,BOA,Google Play,positive,POSITIVE,smart technology
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,neutral,NEGATIVE,Yegema app tish🪨
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,negative,NEGATIVE,"appropriate app , know boa develop app , expect crazy un confortable app form BOA , soory ! ! !"
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,negative,NEGATIVE,"shockingly bad ! decide work , painfully slow frustrating . shame stain extraordinary bank"
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,positive,NEGATIVE,"crash frequently . launch Android 8.1 think actually work version 10 . , available download device begin , like finance app . well month ago , upgrade well ."
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,positive,NEGATIVE,awesome application . lately crash everytime open .
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,neutral,NEGATIVE,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል
Fast one,3,2024-09-04,BOA,Google Play,neutral,POSITIVE,fast
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,negative,NEGATIVE,nice look app terrible user experience .
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,neutral,NEGATIVE,wor MB app ! ! 🙄
It is ok,5,2024-09-01,BOA,Google Play,positive,POSITIVE,ok
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,positive,NEGATIVE,plz fix Apps .... screenshot lovation hide glarey share botten work 😔 😔
Apollo's,1,2024-08-29,BOA,Google Play,neutral,POSITIVE,Apollo
The worst experience ever,1,2024-08-29,BOA,Google Play,negative,NEGATIVE,bad experience
Hussenaliumar,5,2024-08-29,BOA,Google Play,neutral,NEGATIVE,Hussenaliumar
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,positive,NEGATIVE,hi problem App BOA mobile know wrong App time download sam work sam like app way customer know account check save book
It is not work for my device,5,2024-08-27,BOA,Google Play,neutral,NEGATIVE,work device
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,negative,NEGATIVE,"sick tiere enable disable developer Option Everytime use app . maybe know maybe not , fix anoye"
The worst app ever,1,2024-08-26,BOA,Google Play,negative,NEGATIVE,bad app
Betanya Gebre,3,2024-08-23,BOA,Google Play,neutral,POSITIVE,Betanya Gebre
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,neutral,NEGATIVE,not recommand
Excellent app,5,2024-08-21,BOA,Google Play,positive,POSITIVE,excellent app
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,negative,NEGATIVE,"application work . update able use forgot password feature , block access ."
ትርሃስ,5,2024-08-19,BOA,Google Play,neutral,NEGATIVE,ትርሃስ
Gio,4,2024-08-19,BOA,Google Play,neutral,POSITIVE,gio
App isn't working,1,2024-08-18,BOA,Google Play,neutral,NEGATIVE,App work
so far good but always it lugs,3,2024-08-17,BOA,Google Play,positive,NEGATIVE,far good lug
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,negative,NEGATIVE,trust bank service .
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,positive,NEGATIVE,"open use application , help !"
Horrible,1,2024-08-14,BOA,Google Play,negative,NEGATIVE,horrible
Mostly not working 😑,1,2024-08-14,BOA,Google Play,neutral,NEGATIVE,work 😑
Awesome 👌,5,2024-08-12,BOA,Google Play,positive,POSITIVE,awesome 👌
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,neutral,NEGATIVE,"despite enhanced technology , application work properly , ask developer option turn , fix ."
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,negative,NEGATIVE,poor app b / c highly slow open app
Wedi Tekle .,5,2024-08-11,BOA,Google Play,neutral,NEGATIVE,Wedi Tekle .
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,negative,NEGATIVE,bad app 📱 👎 👎 👎
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,neutral,NEGATIVE,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf ?
Nice appp,5,2024-08-11,BOA,Google Play,positive,POSITIVE,nice appp
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,neutral,NEGATIVE,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን * ከዘመን አንጉደል *
Gooood app my dear,5,2024-08-10,BOA,Google Play,positive,NEGATIVE,gooood app dear
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,neutral,NEGATIVE,harun tamam galanaa
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,negative,NEGATIVE,"total disaster app . offline , work , embarassing . lose hope take business competitor"
Gamebela,1,2024-08-08,BOA,Google Play,neutral,POSITIVE,Gamebela
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,negative,NEGATIVE,poor app use start open app
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,positive,NEGATIVE,"app take long time open . work simply bank application . app digital invoice . , able find screeshot keep transaction . , developer fix ."
Good job,5,2024-08-07,BOA,Google Play,positive,POSITIVE,good job
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,negative,NEGATIVE,"bad app , user friendly , serve basic functionality correctly , take time login navigate app , expect bank"
Bad app .,1,2024-08-06,BOA,Google Play,negative,NEGATIVE,bad app .
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,negative,NEGATIVE,"mean big financial company like , irresponsible release app ? ashamed !"
Review,5,2024-08-06,BOA,Google Play,neutral,POSITIVE,review
Goood,4,2024-08-06,BOA,Google Play,neutral,NEGATIVE,goood
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,neutral,NEGATIVE,👎 👎 👎 👎 👎 👎 👎 👎 👎
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,neutral,NEGATIVE,necessary switch developer option time use mobile banking ? 🤔 🤔 😡 😡 😡
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,positive,NEGATIVE,previous version well work
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,negative,NEGATIVE,"know wrong BOA bank general . go backwards year . app disaster use possible way . stable log slow perform transaction , screenshot ( find picture save screenshot option ) . time , fail perform transaction . simply , bad !"
ok,5,2024-08-03,BOA,Google Play,positive,POSITIVE,ok
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,positive,POSITIVE,"note CBE mobile banking app , good banking app currently note improve ur app . u learn best 🙌"
It's a useless app,1,2024-08-02,BOA,Google Play,negative,NEGATIVE,useless app
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,positive,NEGATIVE,"work , need improve , good anymore"
Poor network,1,2024-08-01,BOA,Google Play,negative,NEGATIVE,poor network
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,negative,NEGATIVE,completely work App . know work properly ! Sad ! ! !
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,positive,NEGATIVE,app open say coonection issue not open bug smooth work improve
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,negative,NEGATIVE,"work totally , useless app ,"
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,negative,NEGATIVE,"app troubling day . work . love bank , hate app"
this is so disappointing app 😞,1,2024-07-31,BOA,Google Play,negative,NEGATIVE,disappointing app 😞
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,neutral,NEGATIVE,አቢስኒያ የሁሉም ምርጫ
Nays,5,2024-07-28,BOA,Google Play,neutral,NEGATIVE,nay
The worst app,1,2024-07-28,BOA,Google Play,negative,NEGATIVE,bad app
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,negative,NEGATIVE,open display error message
not active,1,2024-07-27,BOA,Google Play,negative,NEGATIVE,active
To get good quality,5,2024-07-27,BOA,Google Play,positive,POSITIVE,good quality
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,neutral,NEGATIVE,አይሰራም እኮ ምንድን ነው ችግሩ ?
uselss app dont download,1,2024-07-26,BOA,Google Play,neutral,NEGATIVE,uselss app not download
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,negative,NEGATIVE,"app fake try work try later , unable transaction purpose app . work delete"
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,neutral,NEGATIVE,"app work . new version ( new app ) compatible Samsung S8 + , v.funny ."
Corrupted and poor app,1,2024-07-24,BOA,Google Play,negative,NEGATIVE,corrupted poor app
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,positive,NEGATIVE,try use application say ' developer setting ' setting play work
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,positive,POSITIVE,fix Apollo ! ! guy good 👌
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,neutral,NEGATIVE,slow work weekend rush merchant app
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,negative,NEGATIVE,"difficult use user , app , one dawenload user operate , help ,"
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,negative,NEGATIVE,poor application . turn
Allowed,5,2024-07-23,BOA,Google Play,neutral,POSITIVE,allow
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,negative,NEGATIVE,usually crash reason give problem internet connection internet fine .
we want international mobile banking,1,2024-07-22,BOA,Google Play,positive,POSITIVE,want international mobile banking
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,negative,NEGATIVE,"screenshot work , modify"
Naziriet measho 89160437,1,2024-07-22,BOA,Google Play,neutral,NEGATIVE,naziriet measho 89160437
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,neutral,POSITIVE,Ahmed Mohammed husen
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,positive,NEGATIVE,work apollo u well pls gonne stop bank mobile banking
I have experiance,5,2024-07-19,BOA,Google Play,neutral,NEGATIVE,experiance
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,negative,NEGATIVE,App work Android 9.1 . show error notification forcefully close app . fix asap .
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,positive,NEGATIVE,crash frequently stable overall need improvement huge bank need well app current
ርይርፍ,3,2024-07-19,BOA,Google Play,neutral,NEGATIVE,ርይርፍ
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,positive,POSITIVE,previous application well
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,positive,NEGATIVE,"bad app . wise invest money like CBE app . incon image . app well UI . , invest hire professional developer company improve ."
mal,5,2024-07-16,BOA,Google Play,neutral,NEGATIVE,mal
It is not working at all,1,2024-07-16,BOA,Google Play,neutral,NEGATIVE,work
Excellent,5,2024-07-16,BOA,Google Play,positive,POSITIVE,excellent
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,negative,NEGATIVE,poor mobile banking survice . error report frequently
😞😞😞😞,1,2024-07-16,BOA,Google Play,negative,NEGATIVE,😞 😞 😞 😞
😡😡😡😡😡😡😡,1,2024-07-15,BOA,Google Play,neutral,NEGATIVE,😡 😡 😡 😡 😡 😡 😡
The worst banking app,1,2024-07-15,BOA,Google Play,negative,NEGATIVE,bad banking app
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play,negative,NEGATIVE,app constantly crash freeze send BOA customer ' account .
No work app,5,2024-07-15,BOA,Google Play,negative,NEGATIVE,work app
Is ok but stop sundenly,5,2024-07-15,BOA,Google Play,negative,POSITIVE,ok stop sundenly
🤷🤷🤷,3,2024-07-15,BOA,Google Play,neutral,NEGATIVE,🤷 🤷 🤷
experienced,5,2024-07-14,BOA,Google Play,neutral,POSITIVE,experience
Very poor app. Its Always cresh and not compatible,2,2024-07-13,BOA,Google Play,negative,NEGATIVE,poor app . cresh compatible
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BOA,Google Play,negative,NEGATIVE,"functional . keep say "" error "" . unable activate ."
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BOA,Google Play,neutral,NEGATIVE,believe Abyssinia develop kind trash app lot issue 👎 👎 👎
The new app is very good,5,2024-07-13,BOA,Google Play,positive,POSITIVE,new app good
It's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play,positive,NEGATIVE,good work probably
It doesn't work,1,2024-07-12,BOA,Google Play,neutral,NEGATIVE,work
ጭራሽ አይነፋም,1,2024-07-12,BOA,Google Play,neutral,NEGATIVE,ጭራሽ አይነፋም
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BOA,Google Play,neutral,NEGATIVE,"stupid app see , turn developer mode app secure , clearly indicate app poor implementation unskilled developer .. lot people need developer option different reason . sake bank , fix thing ... secure international banking app require . mention lag crash"
The worst mobile banking app,1,2024-07-11,BOA,Google Play,negative,NEGATIVE,bad mobile banking app
It is not fast,3,2024-07-11,BOA,Google Play,neutral,NEGATIVE,fast
Useless,1,2024-07-11,BOA,Google Play,negative,NEGATIVE,useless
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BOA,Google Play,negative,NEGATIVE,app keep crash stop respond try open app . bank person banking activity . short bad mobile banking system Ethiopia
ሀየ,5,2024-07-10,BOA,Google Play,neutral,NEGATIVE,ሀየ
Too late!,1,2024-07-10,BOA,Google Play,neutral,NEGATIVE,late !
No work,5,2024-07-10,BOA,Google Play,negative,NEGATIVE,work
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play,positive,POSITIVE,"pretty good banking app , lack thing ui speed app overall good application . thank 5/5 👍 🏻"
After update it doesn't work well,2,2024-07-09,BOA,Google Play,negative,NEGATIVE,update work
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play,negative,NEGATIVE,error occur try 5 day tele birr user find ለራሴ አዝዤ
Good but Very slow.,1,2024-07-08,BOA,Google Play,positive,POSITIVE,good slow .
Very good app,5,2024-07-07,BOA,Google Play,positive,POSITIVE,good app
"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play,negative,NEGATIVE,"bad app , work"
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BOA,Google Play,positive,NEGATIVE,"go use app , trash app . care app bank rate 0/5 ."
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play,neutral,NEGATIVE,usually crash unable process request developer option
Miliyone.,5,2024-07-05,BOA,Google Play,neutral,NEGATIVE,miliyone .
Workneh girmamo,5,2024-07-05,BOA,Google Play,neutral,POSITIVE,Workneh girmamo
🙏🙏🙏,5,2024-07-05,BOA,Google Play,neutral,NEGATIVE,🙏 🙏 🙏
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play,negative,NEGATIVE,"believe day age , major bank country understand have work mobile payment option * * * * survive . decide account CBE Awash . bother useless app ."
Is it even working these days? Please check it.,1,2024-07-04,BOA,Google Play,positive,POSITIVE,work day ? check .
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BOA,Google Play,neutral,NEGATIVE,"app essentially unusable , ask disable developer mode disabled crash , work wifi datum , crash ......."
Please make it functional.,5,2024-07-03,BOA,Google Play,positive,POSITIVE,functional .
its best app but its don't working in poor connection area so,5,2024-07-03,BOA,Google Play,positive,NEGATIVE,good app work poor connection area
Please Recover thank you,5,2024-07-02,BOA,Google Play,positive,POSITIVE,Recover thank
This app doesn't work,1,2024-06-30,BOA,Google Play,neutral,NEGATIVE,app work
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BOA,Google Play,positive,NEGATIVE,"app run fine , take like forever open main dashboard crash . guy get to step . need app way fast"
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,BOA,Google Play,neutral,NEGATIVE,underrated app see ur banking system Soo Idiocracy
It demands to disable developer option.,1,2024-06-27,BOA,Google Play,neutral,NEGATIVE,demand disable developer option .
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play,negative,NEGATIVE,"month , transaction app . disappointing . bank Abyssinia currently near bank work place . bank turn bad bank country day day . respond customer update system year long , think train customer service operator ."
Open Open service,5,2024-06-26,BOA,Google Play,neutral,POSITIVE,Open Open service
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,BOA,Google Play,neutral,NEGATIVE,አፑ በጣም አስቸጋሪ ሆኗል
Its not working.,1,2024-06-24,BOA,Google Play,neutral,NEGATIVE,work .
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,BOA,Google Play,negative,NEGATIVE,"riddle crash , not use anymore . frustrating !"
Always error occured. The worst app ever,1,2024-06-20,BOA,Google Play,negative,NEGATIVE,error occur . bad app
