review,rating,date,bank,source,vader_sentiment,bert_sentiment
Hussenaliumar,5,2024-08-29,BOA,Google Play,neutral,NEGATIVE
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,positive,NEGATIVE
It is not work for my device,5,2024-08-27,BOA,Google Play,neutral,NEGATIVE
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,negative,NEGATIVE
The worst app ever,1,2024-08-26,BOA,Google Play,negative,NEGATIVE
Betanya Gebre,3,2024-08-23,BOA,Google Play,neutral,POSITIVE
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,neutral,NEGATIVE
Excellent app,5,2024-08-21,BOA,Google Play,positive,POSITIVE
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,negative,NEGATIVE
ትርሃስ,5,2024-08-19,BOA,Google Play,neutral,NEGATIVE
Gio,4,2024-08-19,BOA,Google Play,neutral,POSITIVE
App isn't working,1,2024-08-18,BOA,Google Play,neutral,NEGATIVE
so far good but always it lugs,3,2024-08-17,BOA,Google Play,positive,NEGATIVE
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,negative,NEGATIVE
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,positive,NEGATIVE
Horrible,1,2024-08-14,BOA,Google Play,negative,NEGATIVE
Mostly not working 😑,1,2024-08-14,BOA,Google Play,neutral,NEGATIVE
Awesome 👌,5,2024-08-12,BOA,Google Play,positive,POSITIVE
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,neutral,NEGATIVE
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,negative,NEGATIVE
Wedi Tekle .,5,2024-08-11,BOA,Google Play,neutral,NEGATIVE
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,negative,NEGATIVE
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,neutral,NEGATIVE
Nice appp,5,2024-08-11,BOA,Google Play,positive,POSITIVE
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,neutral,NEGATIVE
Gooood app my dear,5,2024-08-10,BOA,Google Play,positive,NEGATIVE
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,neutral,NEGATIVE
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,negative,NEGATIVE
Gamebela,1,2024-08-08,BOA,Google Play,neutral,POSITIVE
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,negative,NEGATIVE
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,positive,NEGATIVE
Good job,5,2024-08-07,BOA,Google Play,positive,POSITIVE
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,negative,NEGATIVE
Bad app .,1,2024-08-06,BOA,Google Play,negative,NEGATIVE
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,negative,NEGATIVE
Review,5,2024-08-06,BOA,Google Play,neutral,POSITIVE
Goood,4,2024-08-06,BOA,Google Play,neutral,NEGATIVE
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,neutral,NEGATIVE
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,neutral,NEGATIVE
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,positive,NEGATIVE
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,negative,NEGATIVE
ok,5,2024-08-03,BOA,Google Play,positive,POSITIVE
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,positive,POSITIVE
It's a useless app,1,2024-08-02,BOA,Google Play,negative,NEGATIVE
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,positive,NEGATIVE
Poor network,1,2024-08-01,BOA,Google Play,negative,NEGATIVE
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,negative,NEGATIVE
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,positive,NEGATIVE
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,negative,NEGATIVE
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,negative,NEGATIVE
this is so disappointing app 😞,1,2024-07-31,BOA,Google Play,negative,NEGATIVE
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,neutral,NEGATIVE
Nays,5,2024-07-28,BOA,Google Play,neutral,NEGATIVE
The worst app,1,2024-07-28,BOA,Google Play,negative,NEGATIVE
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,negative,NEGATIVE
not active,1,2024-07-27,BOA,Google Play,negative,NEGATIVE
To get good quality,5,2024-07-27,BOA,Google Play,positive,POSITIVE
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,neutral,NEGATIVE
uselss app dont download,1,2024-07-26,BOA,Google Play,neutral,NEGATIVE
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,negative,NEGATIVE
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,neutral,NEGATIVE
Corrupted and poor app,1,2024-07-24,BOA,Google Play,negative,NEGATIVE
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,positive,NEGATIVE
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,positive,POSITIVE
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,neutral,NEGATIVE
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,negative,NEGATIVE
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,negative,NEGATIVE
Allowed,5,2024-07-23,BOA,Google Play,neutral,POSITIVE
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,negative,NEGATIVE
we want international mobile banking,1,2024-07-22,BOA,Google Play,positive,POSITIVE
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,negative,NEGATIVE
Naziriet measho 89160437,1,2024-07-22,BOA,Google Play,neutral,NEGATIVE
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,neutral,POSITIVE
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,positive,NEGATIVE
I have experiance,5,2024-07-19,BOA,Google Play,neutral,NEGATIVE
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,negative,NEGATIVE
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,positive,NEGATIVE
ርይርፍ,3,2024-07-19,BOA,Google Play,neutral,NEGATIVE
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,positive,POSITIVE
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,positive,NEGATIVE
mal,5,2024-07-16,BOA,Google Play,neutral,NEGATIVE
It is not working at all,1,2024-07-16,BOA,Google Play,neutral,NEGATIVE
Excellent,5,2024-07-16,BOA,Google Play,positive,POSITIVE
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,negative,NEGATIVE
😞😞😞😞,1,2024-07-16,BOA,Google Play,negative,NEGATIVE
😡😡😡😡😡😡😡,1,2024-07-15,BOA,Google Play,neutral,NEGATIVE
The worst banking app,1,2024-07-15,BOA,Google Play,negative,NEGATIVE
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play,negative,NEGATIVE
No work app,5,2024-07-15,BOA,Google Play,negative,NEGATIVE
Is ok but stop sundenly,5,2024-07-15,BOA,Google Play,negative,POSITIVE
🤷🤷🤷,3,2024-07-15,BOA,Google Play,neutral,NEGATIVE
experienced,5,2024-07-14,BOA,Google Play,neutral,POSITIVE
Very poor app. Its Always cresh and not compatible,2,2024-07-13,BOA,Google Play,negative,NEGATIVE
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BOA,Google Play,negative,NEGATIVE
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BOA,Google Play,neutral,NEGATIVE
The new app is very good,5,2024-07-13,BOA,Google Play,positive,POSITIVE
It's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play,positive,NEGATIVE
It doesn't work,1,2024-07-12,BOA,Google Play,neutral,NEGATIVE
ጭራሽ አይነፋም,1,2024-07-12,BOA,Google Play,neutral,NEGATIVE
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BOA,Google Play,neutral,NEGATIVE
The worst mobile banking app,1,2024-07-11,BOA,Google Play,negative,NEGATIVE
It is not fast,3,2024-07-11,BOA,Google Play,neutral,NEGATIVE
Useless,1,2024-07-11,BOA,Google Play,negative,NEGATIVE
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BOA,Google Play,negative,NEGATIVE
ሀየ,5,2024-07-10,BOA,Google Play,neutral,NEGATIVE
Too late!,1,2024-07-10,BOA,Google Play,neutral,NEGATIVE
No work,5,2024-07-10,BOA,Google Play,negative,NEGATIVE
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play,positive,POSITIVE
After update it doesn't work well,2,2024-07-09,BOA,Google Play,negative,NEGATIVE
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play,negative,NEGATIVE
Good but Very slow.,1,2024-07-08,BOA,Google Play,positive,POSITIVE
Very good app,5,2024-07-07,BOA,Google Play,positive,POSITIVE
"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play,negative,NEGATIVE
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BOA,Google Play,positive,NEGATIVE
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play,neutral,NEGATIVE
Miliyone.,5,2024-07-05,BOA,Google Play,neutral,NEGATIVE
Workneh girmamo,5,2024-07-05,BOA,Google Play,neutral,POSITIVE
🙏🙏🙏,5,2024-07-05,BOA,Google Play,neutral,NEGATIVE
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play,negative,NEGATIVE
Is it even working these days? Please check it.,1,2024-07-04,BOA,Google Play,positive,POSITIVE
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BOA,Google Play,neutral,NEGATIVE
Please make it functional.,5,2024-07-03,BOA,Google Play,positive,POSITIVE
its best app but its don't working in poor connection area so,5,2024-07-03,BOA,Google Play,positive,NEGATIVE
Please Recover thank you,5,2024-07-02,BOA,Google Play,positive,POSITIVE
This app doesn't work,1,2024-06-30,BOA,Google Play,neutral,NEGATIVE
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BOA,Google Play,positive,NEGATIVE
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,BOA,Google Play,neutral,NEGATIVE
It demands to disable developer option.,1,2024-06-27,BOA,Google Play,neutral,NEGATIVE
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play,negative,NEGATIVE
Open Open service,5,2024-06-26,BOA,Google Play,neutral,POSITIVE
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,BOA,Google Play,neutral,NEGATIVE
Its not working.,1,2024-06-24,BOA,Google Play,neutral,NEGATIVE
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,BOA,Google Play,negative,NEGATIVE
Always error occured. The worst app ever,1,2024-06-20,BOA,Google Play,negative,NEGATIVE
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,BOA,Google Play,neutral,NEGATIVE
Excellent service,5,2024-06-19,BOA,Google Play,positive,POSITIVE
It's not convenient,1,2024-06-17,BOA,Google Play,neutral,NEGATIVE
meskelu Metku,5,2024-06-17,BOA,Google Play,neutral,POSITIVE
Verry nice,5,2024-06-17,BOA,Google Play,positive,POSITIVE
It has become the most unreliable mibile banking app ever.,1,2024-06-16,BOA,Google Play,neutral,NEGATIVE
"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",2,2024-06-13,BOA,Google Play,neutral,NEGATIVE
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,BOA,Google Play,negative,NEGATIVE
👍👍👍,5,2024-06-12,BOA,Google Play,neutral,NEGATIVE
Really Bank,5,2024-06-12,BOA,Google Play,neutral,POSITIVE
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,BOA,Google Play,positive,POSITIVE
The app is not good need a few work,3,2024-06-11,BOA,Google Play,negative,NEGATIVE
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,BOA,Google Play,negative,NEGATIVE
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play,negative,NEGATIVE
excellent service,5,2024-06-10,BOA,Google Play,positive,POSITIVE
You are beutiful,5,2024-06-09,BOA,Google Play,neutral,NEGATIVE
The best app,5,2024-06-06,BOA,Google Play,positive,POSITIVE
አይሰራም አፑ ለምንድነው,1,2024-06-06,BOA,Google Play,neutral,NEGATIVE
Awful,1,2024-06-06,BOA,Google Play,negative,NEGATIVE
Developer option to be off really,1,2024-06-06,BOA,Google Play,neutral,NEGATIVE
Good app boa,5,2024-06-06,BOA,Google Play,positive,POSITIVE
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,BOA,Google Play,negative,NEGATIVE
"Worest app, it cannot be downloaded",2,2024-06-05,BOA,Google Play,neutral,NEGATIVE
😭😭😭😭😭😭😭,1,2024-06-05,BOA,Google Play,negative,NEGATIVE
slow only some times the wey it is veary nice app,5,2024-06-05,BOA,Google Play,positive,POSITIVE
ok yes,5,2024-06-04,BOA,Google Play,positive,POSITIVE
It's nice apps,1,2024-06-04,BOA,Google Play,positive,POSITIVE
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BOA,Google Play,negative,NEGATIVE
Excited by your service,5,2024-06-02,BOA,Google Play,positive,POSITIVE
Kerfafa new,1,2024-06-01,BOA,Google Play,neutral,POSITIVE
ABDU MUDESR,2,2024-06-01,BOA,Google Play,neutral,POSITIVE
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,Google Play,negative,NEGATIVE
It is Good to save time 👌👌,3,2024-05-31,BOA,Google Play,positive,POSITIVE
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-30,BOA,Google Play,negative,NEGATIVE
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BOA,Google Play,neutral,NEGATIVE
Ayseram,1,2024-05-28,BOA,Google Play,neutral,NEGATIVE
Worst banking app ever,1,2024-05-28,BOA,Google Play,negative,NEGATIVE
not bad,1,2024-05-26,BOA,Google Play,positive,POSITIVE
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26,BOA,Google Play,negative,NEGATIVE
How disappointing!,1,2024-05-25,BOA,Google Play,negative,NEGATIVE
Sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24,BOA,Google Play,negative,NEGATIVE
Very Very nice 👌 👍,5,2024-05-23,BOA,Google Play,positive,POSITIVE
🥰🥰🥰🥰🥰,5,2024-05-23,BOA,Google Play,positive,NEGATIVE
Cool,4,2024-05-22,BOA,Google Play,positive,POSITIVE
What is that disable developer option I have never seen any app commands.,3,2024-05-22,BOA,Google Play,neutral,NEGATIVE
Please fix the app i doesn't belongs to Abbssinya Bank Name,1,2024-05-22,BOA,Google Play,positive,NEGATIVE
All,5,2024-05-21,BOA,Google Play,neutral,POSITIVE
Very poor,1,2024-05-21,BOA,Google Play,negative,NEGATIVE
"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21,BOA,Google Play,negative,NEGATIVE
It's good when i've downloaded at first. But now it doesn't work well,2,2024-05-20,BOA,Google Play,negative,NEGATIVE
It's just terrible. It kept crashing in middle of transaction. Hell sometimes it won't open. My phone is stock Android (pixel 8) and I don't even know how this happens. Fix it!,1,2024-05-20,BOA,Google Play,negative,NEGATIVE
ደስታው ንጋቴ,5,2024-05-20,BOA,Google Play,neutral,NEGATIVE
Good but not working top up,5,2024-05-20,BOA,Google Play,neutral,POSITIVE
በጣም ቀፋፊ አፕ ነው ። ሰርቶ አያውቅም ። በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም ?,1,2024-05-20,BOA,Google Play,neutral,NEGATIVE
It is good,5,2024-05-19,BOA,Google Play,positive,POSITIVE
Great app..,3,2024-05-18,BOA,Google Play,positive,POSITIVE
This app is the most worst app I used in Ethiopia and belive me I know I live in Ethiopia. Being the fincial app It doesn't work when you want it. It makes you wait for cash out code and immediately debit the amount before sending the code I have got to say abysinia bank I didn't expect this from you and I use CBE mobile banking,1,2024-05-18,BOA,Google Play,negative,NEGATIVE
Poor mobile banking alwayes not working alwayes,1,2024-05-18,BOA,Google Play,negative,NEGATIVE
"Absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,BOA,Google Play,negative,NEGATIVE
Fails occasionally.,4,2024-05-17,BOA,Google Play,negative,NEGATIVE
Worst app ever,1,2024-05-16,BOA,Google Play,negative,NEGATIVE
Easy and cool app,5,2024-05-16,BOA,Google Play,positive,POSITIVE
open,5,2024-05-16,BOA,Google Play,neutral,POSITIVE
App is so bad network,1,2024-05-16,BOA,Google Play,negative,NEGATIVE
It's not working for 3days. Come on as a big bank in Ethiopia this is unprofessionallism from boa,1,2024-05-15,BOA,Google Play,neutral,NEGATIVE
"Be careful of using this app to transfer large sums of money. Recently I can't top up my mobile card, can't pay tickets, can't transfer money to Telebirr. The *815# works but what's the use of an app if we're using USSD. It will refund your mobile top up days after failing to top up but I wouldn't want to risk that. I'm a big fan of BoA but I wouldn't recommend this app. 👎",1,2024-05-15,BOA,Google Play,positive,NEGATIVE
Nice 🤙,5,2024-05-15,BOA,Google Play,positive,POSITIVE
"The worst mobile banking app, doesn't even work for a week properly.",1,2024-05-15,BOA,Google Play,negative,NEGATIVE
Secretary,5,2024-05-14,BOA,Google Play,neutral,POSITIVE
77867748 I can't update my mobile banking,1,2024-05-14,BOA,Google Play,neutral,NEGATIVE
Hate how we're expected to disable 'Developer Options' everytime we open the app. An unnecessary point of friction that's been put in place in the guise of security.,2,2024-05-14,BOA,Google Play,negative,NEGATIVE
Exilent service,5,2024-05-13,BOA,Google Play,neutral,NEGATIVE
Build a new app,1,2024-05-13,BOA,Google Play,neutral,POSITIVE
Exceptional service,5,2024-05-13,BOA,Google Play,neutral,POSITIVE
I don't get why this app is developed it is not functional at all !!,1,2024-05-12,BOA,Google Play,neutral,NEGATIVE
good good,3,2024-05-12,BOA,Google Play,positive,POSITIVE
This app is trash,1,2024-05-12,BOA,Google Play,neutral,NEGATIVE
It's improved now,3,2024-05-12,BOA,Google Play,positive,POSITIVE
It is really make my life so much easy!,5,2024-05-12,BOA,Google Play,positive,POSITIVE
Good appp,1,2024-05-11,BOA,Google Play,positive,POSITIVE
My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,1,2024-05-11,BOA,Google Play,positive,NEGATIVE
Am not satisfay,2,2024-05-11,BOA,Google Play,neutral,NEGATIVE
Preventing login because I have developer options on is not security. Moved all my money somewhere else because I just didn't wanna deal with it,1,2024-05-11,BOA,Google Play,negative,NEGATIVE
The app has bugs. Signing in is still a challenge. Transfer to another bank is impossible. The app is slow and bland.,3,2024-05-11,BOA,Google Play,positive,NEGATIVE
Why do u force me to Turn OFF developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10,BOA,Google Play,negative,NEGATIVE
"Very poor app. It crashes every time, doesn't load properly, and you can't even buy airtime. The programming is subpar. Please take lessons from other online banking apps. I would give it a zero if I could!!",1,2024-05-10,BOA,Google Play,negative,NEGATIVE
GOOD HARMONY BANK,5,2024-05-10,BOA,Google Play,positive,POSITIVE
This app is very simpl for useing,4,2024-05-10,BOA,Google Play,neutral,NEGATIVE
Very laggy un able to make transactions Fix it,1,2024-05-10,BOA,Google Play,neutral,NEGATIVE
After recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10,BOA,Google Play,neutral,NEGATIVE
Wow amazing,5,2024-05-10,BOA,Google Play,positive,POSITIVE
Ethiopia,5,2024-05-09,BOA,Google Play,neutral,POSITIVE
Great UI UX Design !!!,5,2024-05-09,BOA,Google Play,positive,POSITIVE
Rubbish!,1,2024-05-09,BOA,Google Play,neutral,NEGATIVE
App is any updates why?,5,2024-05-09,BOA,Google Play,neutral,NEGATIVE
"I am an app developer, I need to keep developer options on... WHY ARE YOU ASKING ME TO TURN DEVELOPER OPTIONS OFF... why is it that Abyssinia is the only damned bank in Ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at CBE... this is simply terrible, borderline unusable!",1,2024-05-09,BOA,Google Play,negative,NEGATIVE
UGH 🤮🤮🤮 they are super calculative when it CM 2 Mobile-banking or any online stuff. If ur degital!! better chose other bank.,1,2024-05-09,BOA,Google Play,positive,NEGATIVE
Slow every time,2,2024-05-08,BOA,Google Play,neutral,NEGATIVE
It takes a very long time to log in please fix,1,2024-05-08,BOA,Google Play,positive,NEGATIVE
It's not functional at all,1,2024-05-08,BOA,Google Play,neutral,NEGATIVE
What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,2,2024-05-08,BOA,Google Play,negative,NEGATIVE
Eri,5,2024-05-08,BOA,Google Play,neutral,POSITIVE
Disgrace app,1,2024-05-08,BOA,Google Play,negative,NEGATIVE
It doesn't work 😔,1,2024-05-07,BOA,Google Play,negative,NEGATIVE
It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07,BOA,Google Play,negative,NEGATIVE
After two weeks it require update why?,5,2024-05-07,BOA,Google Play,neutral,NEGATIVE
Excellence,5,2024-05-07,BOA,Google Play,positive,POSITIVE
It keeps crashing and hasn't been fixed,1,2024-05-07,BOA,Google Play,neutral,NEGATIVE
"The application is full of bug, so annoying.",1,2024-05-07,BOA,Google Play,negative,NEGATIVE
"Why is the app asking me to remove developer options? Why does it matter what I do with my phone , this is unacceptable! Fix this",3,2024-05-06,BOA,Google Play,negative,NEGATIVE
Worst application relative to other Ethiopia mobile banking app,1,2024-05-06,BOA,Google Play,negative,NEGATIVE
"Lag,...",1,2024-05-06,BOA,Google Play,negative,NEGATIVE
"""I am extremely disappointed with the poor service I have received. It is unacceptable that I cannot make transactions of 30,000 Birr and sometimes my money gets stuck in the air. As a result of your incompetence, I have been forced to change my bank account. This level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-06,BOA,Google Play,negative,NEGATIVE
አረ wuyyyyyyyyyy,1,2024-05-05,BOA,Google Play,neutral,NEGATIVE
Great app,5,2024-05-05,BOA,Google Play,positive,POSITIVE
"Doesn't work properly, keeps closing won't activate any account, I wouldn't recommend downloading",1,2024-05-05,BOA,Google Play,negative,NEGATIVE
Pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05,BOA,Google Play,positive,NEGATIVE
አሁን update የተደረገው App ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን😏😏),1,2024-05-05,BOA,Google Play,neutral,NEGATIVE
Dont even try,1,2024-05-05,BOA,Google Play,neutral,NEGATIVE
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04,BOA,Google Play,positive,NEGATIVE
it's good app,5,2024-05-04,BOA,Google Play,positive,POSITIVE
Good service,5,2024-05-04,BOA,Google Play,positive,POSITIVE
This app is not working!!,1,2024-05-04,BOA,Google Play,neutral,NEGATIVE
ayseram yastelal,3,2024-05-04,BOA,Google Play,neutral,POSITIVE
