review,rating,date,bank,source,vader_sentiment,bert_sentiment
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,CBE,Google Play,neutral,NEGATIVE
Tnc Cbe,5,2025-04-01,CBE,Google Play,neutral,POSITIVE
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,positive,NEGATIVE
great apps,5,2025-03-31,CBE,Google Play,positive,POSITIVE
Excellent,5,2025-03-31,CBE,Google Play,positive,POSITIVE
Great app!,4,2025-03-31,CBE,Google Play,positive,POSITIVE
CBE,5,2025-03-31,CBE,Google Play,neutral,POSITIVE
very good 👍 👏,5,2025-03-31,CBE,Google Play,positive,POSITIVE
great when it works,5,2025-03-31,CBE,Google Play,positive,POSITIVE
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,positive,NEGATIVE
excellent match application,5,2025-03-31,CBE,Google Play,positive,POSITIVE
The Best app😍😍😍,5,2025-03-31,CBE,Google Play,positive,POSITIVE
excellent app,5,2025-03-31,CBE,Google Play,positive,POSITIVE
easy to use and user friendly,5,2025-03-31,CBE,Google Play,positive,POSITIVE
very nice,5,2025-03-31,CBE,Google Play,positive,POSITIVE
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,neutral,NEGATIVE
well software,5,2025-03-31,CBE,Google Play,positive,POSITIVE
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play,neutral,NEGATIVE
CBE very good apps,5,2025-03-31,CBE,Google Play,positive,POSITIVE
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play,positive,POSITIVE
excellent service,5,2025-03-31,CBE,Google Play,positive,POSITIVE
it's best,5,2025-03-31,CBE,Google Play,positive,POSITIVE
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,CBE,Google Play,neutral,NEGATIVE
Amazing app,5,2025-03-31,CBE,Google Play,positive,POSITIVE
our legitimate bank,4,2025-03-31,CBE,Google Play,neutral,POSITIVE
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,CBE,Google Play,positive,POSITIVE
very good and safe for me!,5,2025-03-31,CBE,Google Play,positive,POSITIVE
it is best bank,5,2025-03-31,CBE,Google Play,positive,POSITIVE
"very good, but sometimes....",4,2025-03-31,CBE,Google Play,positive,POSITIVE
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,CBE,Google Play,neutral,NEGATIVE
Why not allowed to pay for fuel?,4,2025-03-31,CBE,Google Play,positive,NEGATIVE
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,CBE,Google Play,negative,NEGATIVE
ቆንጆ ነው,5,2025-03-31,CBE,Google Play,neutral,NEGATIVE
Great version,5,2025-03-31,CBE,Google Play,positive,POSITIVE
Good and easy to use,5,2025-03-31,CBE,Google Play,positive,POSITIVE
nice app and fast money transfer,5,2025-03-31,CBE,Google Play,positive,POSITIVE
Really automated...,5,2025-03-31,CBE,Google Play,neutral,POSITIVE
good App,5,2025-03-31,CBE,Google Play,positive,POSITIVE
bek betam kelal,5,2025-03-31,CBE,Google Play,neutral,POSITIVE
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,CBE,Google Play,positive,NEGATIVE
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,CBE,Google Play,positive,NEGATIVE
"very good, keep it up",5,2025-03-31,CBE,Google Play,positive,POSITIVE
there is some issue the process it delay,3,2025-03-31,CBE,Google Play,negative,NEGATIVE
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,CBE,Google Play,positive,POSITIVE
interesting,3,2025-03-30,CBE,Google Play,positive,POSITIVE
simple&fast!!!,5,2025-03-30,CBE,Google Play,neutral,POSITIVE
it is very good app,5,2025-03-30,CBE,Google Play,positive,POSITIVE
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,CBE,Google Play,positive,POSITIVE
Very God thanks,5,2025-03-30,CBE,Google Play,positive,POSITIVE
The sum is good.,3,2025-03-30,CBE,Google Play,positive,POSITIVE
best of bests,5,2025-03-30,CBE,Google Play,positive,POSITIVE
am happy thank you CBE🫡,5,2025-03-30,CBE,Google Play,positive,POSITIVE
it's very nice 👍.,5,2025-03-30,CBE,Google Play,positive,POSITIVE
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,CBE,Google Play,positive,NEGATIVE
Very good,5,2025-03-30,CBE,Google Play,positive,POSITIVE
halan garidhaa cbe,5,2025-03-30,CBE,Google Play,neutral,POSITIVE
best apps for useing,5,2025-03-30,CBE,Google Play,positive,POSITIVE
like it,5,2025-03-29,CBE,Google Play,positive,POSITIVE
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,CBE,Google Play,negative,NEGATIVE
l love it,5,2025-03-29,CBE,Google Play,positive,POSITIVE
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,CBE,Google Play,negative,NEGATIVE
in this update why screenshoot is disabled now it's not working,1,2025-03-28,CBE,Google Play,neutral,NEGATIVE
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,CBE,Google Play,positive,POSITIVE
Excellent but needed upgrading!,5,2025-03-28,CBE,Google Play,positive,POSITIVE
goods app!! pleace update this apps??,4,2025-03-28,CBE,Google Play,neutral,NEGATIVE
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,CBE,Google Play,negative,NEGATIVE
Fantastic app! I appreciate it very much,5,2025-03-27,CBE,Google Play,positive,POSITIVE
Convenient app,5,2025-03-27,CBE,Google Play,neutral,POSITIVE
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,CBE,Google Play,neutral,NEGATIVE
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,CBE,Google Play,positive,NEGATIVE
why why u remove screen shoot😡😡,2,2025-03-26,CBE,Google Play,negative,NEGATIVE
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,CBE,Google Play,negative,NEGATIVE
very nice one,5,2025-03-26,CBE,Google Play,positive,POSITIVE
good application,5,2025-03-25,CBE,Google Play,positive,POSITIVE
problem solver and the best fast app,5,2025-03-25,CBE,Google Play,positive,POSITIVE
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,CBE,Google Play,neutral,NEGATIVE
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,CBE,Google Play,positive,NEGATIVE
you must added dark mode options ❗,3,2025-03-25,CBE,Google Play,neutral,NEGATIVE
Thank you,5,2025-03-25,CBE,Google Play,positive,POSITIVE
cbe,5,2025-03-25,CBE,Google Play,neutral,POSITIVE
ممتاز جدا جدا,5,2025-03-24,CBE,Google Play,neutral,NEGATIVE
very nice and convenient app,5,2025-03-24,CBE,Google Play,positive,POSITIVE
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,CBE,Google Play,negative,NEGATIVE
👍👍👍,5,2025-03-24,CBE,Google Play,neutral,NEGATIVE
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,CBE,Google Play,positive,NEGATIVE
why did the screen shot stopped ?????,3,2025-03-24,CBE,Google Play,negative,NEGATIVE
it's genuine app..,5,2025-03-24,CBE,Google Play,neutral,POSITIVE
okay 👌👍,5,2025-03-24,CBE,Google Play,positive,POSITIVE
it's a very good application but sometimes it takes a long time to synchronize,4,2025-03-23,CBE,Google Play,positive,NEGATIVE
commercial dank...,5,2025-03-23,CBE,Google Play,neutral,NEGATIVE
it's very good,5,2025-03-23,CBE,Google Play,positive,POSITIVE
to getting money,5,2025-03-23,CBE,Google Play,neutral,POSITIVE
some times it is difficult to get reciepts for the payment made,1,2025-03-23,CBE,Google Play,negative,NEGATIVE
this app is best,1,2025-03-23,CBE,Google Play,positive,POSITIVE
it's very useful,5,2025-03-23,CBE,Google Play,positive,POSITIVE
best app and update more features *****,5,2025-03-23,CBE,Google Play,positive,POSITIVE
best app for this vast digital finanical word,5,2025-03-23,CBE,Google Play,positive,POSITIVE
this app is my favorite application,5,2025-03-23,CBE,Google Play,positive,POSITIVE
Hooo I love this application,5,2025-03-22,CBE,Google Play,positive,POSITIVE
The app protects me from screenshot after update. Please make revision on the app.,4,2025-03-22,CBE,Google Play,positive,POSITIVE
Screenshot or slip not working,2,2025-03-22,CBE,Google Play,neutral,NEGATIVE
thank you for help,5,2025-03-22,CBE,Google Play,positive,POSITIVE
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,1,2025-03-22,CBE,Google Play,positive,NEGATIVE
Thise is helpfull and have good and easy for mobile money usage in ethiopia,5,2025-03-22,CBE,Google Play,positive,POSITIVE
thank you,5,2025-03-22,CBE,Google Play,positive,POSITIVE
good app.,5,2025-03-22,CBE,Google Play,positive,POSITIVE
"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",1,2025-03-21,CBE,Google Play,negative,NEGATIVE
Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,5,2025-03-21,CBE,Google Play,negative,NEGATIVE
amazing👌🫶🙏,5,2025-03-21,CBE,Google Play,positive,NEGATIVE
What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,1,2025-03-21,CBE,Google Play,negative,POSITIVE
Wow its my in,5,2025-03-21,CBE,Google Play,positive,POSITIVE
In the lasted update you removed the capability to screenshot transactions.,3,2025-03-21,CBE,Google Play,neutral,NEGATIVE
how do you disable screenshots on a banking app you are very unserious people,1,2025-03-21,CBE,Google Play,neutral,NEGATIVE
no screenshot and biometrics on this version wtfk?,3,2025-03-21,CBE,Google Play,negative,NEGATIVE
"Not Good, too lame to use",1,2025-03-21,CBE,Google Play,neutral,NEGATIVE
ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ (አቢሲኒያ አዋሽ..) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,3,2025-03-20,CBE,Google Play,neutral,NEGATIVE
CBE app is great,5,2025-03-20,CBE,Google Play,positive,POSITIVE
zaku,5,2025-03-20,CBE,Google Play,neutral,POSITIVE
its good and saving time,5,2025-03-20,CBE,Google Play,positive,POSITIVE
"this new update(Mar 19,2025) is great in fixing bugs, stability and smooth experience I'll give u that but it came with a big shortcoming which is not allowing to take screenshot. I can't screenshot neither my balance nor the transaction or anything within the app, i understand it's for security reasons but please bring that back, allow us to take screenshot we need that. Thanks.",4,2025-03-20,CBE,Google Play,positive,NEGATIVE
"what went wrong, I couldn't take a screenshot.",3,2025-03-20,CBE,Google Play,negative,NEGATIVE
full,5,2025-03-20,CBE,Google Play,neutral,POSITIVE
App is crushing recently. Please update.,4,2025-03-20,CBE,Google Play,negative,NEGATIVE
It is good but why screenshot is forbidden,4,2025-03-20,CBE,Google Play,negative,NEGATIVE
Taking away the screenshot of the receipt is just silly. Worse is tbe download button putting a copy of the screenshot - which you prevented to be taken - in tbe downloads folder where we cant attach directly from Whatsapp. Millions of people use the screenshot as proof of payment / transfer yet you make that harder for everyone? I have every user contacts the developer or manager who made this awful decision.,1,2025-03-20,CBE,Google Play,negative,NEGATIVE
very good app,5,2025-03-20,CBE,Google Play,positive,POSITIVE
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19,CBE,Google Play,neutral,NEGATIVE
the update is unneeded,1,2025-03-19,CBE,Google Play,neutral,NEGATIVE
Reliable bank,5,2025-03-19,CBE,Google Play,neutral,POSITIVE
as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,2,2025-03-19,CBE,Google Play,positive,NEGATIVE
it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,4,2025-03-19,CBE,Google Play,positive,NEGATIVE
ጥሩነዉ።,5,2025-03-19,CBE,Google Play,neutral,NEGATIVE
It was nice but now it dose not opened the transactions,5,2025-03-18,CBE,Google Play,positive,NEGATIVE
ኧረ ውረድ,5,2025-03-18,CBE,Google Play,neutral,NEGATIVE
simple to use,5,2025-03-17,CBE,Google Play,neutral,POSITIVE
The apps is good to use,5,2025-03-17,CBE,Google Play,positive,POSITIVE
It's best app but Please add(included) payment of water bill,4,2025-03-17,CBE,Google Play,positive,POSITIVE
the app has a bug and it keeps crashing 😑 please provide an update and fix the issue thank you....,3,2025-03-17,CBE,Google Play,positive,NEGATIVE
This is my favorite App,5,2025-03-17,CBE,Google Play,positive,POSITIVE
CBE i like,5,2025-03-16,CBE,Google Play,positive,POSITIVE
1.we can't get mobile Token on CBE App or any other online. This is need to improve 2.internet banking is always say authenticate error after some weeks this is need to improve.,4,2025-03-16,CBE,Google Play,positive,NEGATIVE
excellent app for account transaction specially for bussiness customers and a good method to pay bills and different personal payment.,5,2025-03-15,CBE,Google Play,positive,POSITIVE
የሚገርም አፕ ተመችቶኛል 🙏❤,5,2025-03-14,CBE,Google Play,positive,NEGATIVE
Wow,5,2025-03-14,CBE,Google Play,positive,POSITIVE
"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",3,2025-03-14,CBE,Google Play,negative,NEGATIVE
በጣም ጥሩ አፕልኬሽን ነው,2,2025-03-14,CBE,Google Play,neutral,NEGATIVE
"In my view, I can't give any conclusion because it's the starting of an online banking in my country. However, the commercial bank of ethiopia must rebuild this app and also need to make more access to changing the system. Keep continuing ethiopia 🇪🇹 🇪🇹🇪🇹🇪🇹",5,2025-03-14,CBE,Google Play,neutral,NEGATIVE
Very attractive and user-friendly,5,2025-03-13,CBE,Google Play,positive,POSITIVE
Good apps,5,2025-03-13,CBE,Google Play,positive,POSITIVE
My special app and my proud bank of Ethiopia.,5,2025-03-13,CBE,Google Play,positive,POSITIVE
The app need update it always crash,1,2025-03-13,CBE,Google Play,negative,NEGATIVE
It is very comfortable and simple to use!!! But whay standing order is not work?,5,2025-03-13,CBE,Google Play,positive,NEGATIVE
"One of the best apps I have used ,",5,2025-03-13,CBE,Google Play,positive,POSITIVE
Asela,1,2025-03-13,CBE,Google Play,neutral,POSITIVE
I am appreciate this app,5,2025-03-13,CBE,Google Play,positive,POSITIVE
Excellent app,5,2025-03-12,CBE,Google Play,positive,POSITIVE
በጠምጡሩ,5,2025-06-04,CBE,Google Play,neutral,NEGATIVE
ከሠማይየሚወርደውንዕምድርይችለዋል,5,2025-06-04,CBE,Google Play,neutral,NEGATIVE
ዋው,5,2025-05-21,CBE,Google Play,neutral,NEGATIVE
it makes trading easier keep it up,5,2025-04-13,CBE,Google Play,positive,POSITIVE
betam konjo,5,2025-03-21,CBE,Google Play,neutral,NEGATIVE
አሪፋ,5,2025-01-30,CBE,Google Play,neutral,NEGATIVE
ምርጥ ነዉ አሁንም እንዲሻሻል መስራት ያስፈልጋል,1,2025-01-29,CBE,Google Play,neutral,NEGATIVE
Good ap,5,2025-01-11,CBE,Google Play,positive,POSITIVE
ቀለላል፣ምቹና ሁሉንም አገልገሎት ባንድ ላይ የያዘ,5,2025-01-01,CBE,Google Play,neutral,NEGATIVE
5ok,5,2024-12-30,CBE,Google Play,neutral,POSITIVE
ሹፌር ደረጃ,5,2024-11-18,CBE,Google Play,neutral,NEGATIVE
አስተማማኝ እና ቀልጣፋ ነዉ ቢሻሻል ምለዉ እስቴት መንት በስልክ ቢያንስለወራቶች በቀላሉ እንዲገኝ ቢደረግ እላለሁ,5,2024-10-05,CBE,Google Play,neutral,NEGATIVE
በጣም አሪፎ ነው,5,2024-08-27,CBE,Google Play,neutral,NEGATIVE
በጣምጥሩ መተግበርያ ነው,5,2024-08-19,CBE,Google Play,neutral,NEGATIVE
ዋዉ ፈጣን ምቹ 100%,5,2024-08-13,CBE,Google Play,neutral,POSITIVE
"It is very usefully app that contains the very important contents in it &Hence, the devellopers should be thanked enough!",5,2024-08-07,CBE,Google Play,positive,POSITIVE
GOOD,5,2024-08-06,CBE,Google Play,positive,POSITIVE
ሞባይል ባንኪንግ ለመክፈት አልቻልኩበትም,5,2024-07-26,CBE,Google Play,neutral,NEGATIVE
በጣም ጥሩ ነው,5,2024-06-30,CBE,Google Play,neutral,NEGATIVE
ቀላል አጠቃቀም በጣም ደስ የሚል አፕ,5,2024-06-27,CBE,Google Play,neutral,NEGATIVE
Taks for negd bank,5,2024-05-03,CBE,Google Play,neutral,NEGATIVE
በጣም ጥሩ ነው ከዚህም በላይ በደምብ እድታሻሽሉት እጠብቃለው።👍👍👍,5,2024-04-21,CBE,Google Play,neutral,NEGATIVE
አሪፍ,5,2024-04-18,CBE,Google Play,neutral,NEGATIVE
Interested application,5,2024-03-26,CBE,Google Play,positive,POSITIVE
its good,5,2024-03-10,CBE,Google Play,positive,POSITIVE
Very God,5,2024-02-25,CBE,Google Play,positive,POSITIVE
Ok Wow,5,2024-02-21,CBE,Google Play,positive,POSITIVE
በጣም ግሩም ነው።,5,2024-02-13,CBE,Google Play,neutral,NEGATIVE
Wow good,5,2024-02-11,CBE,Google Play,positive,POSITIVE
ሽልመቱ አልዳረሰኝም,5,2024-01-14,CBE,Google Play,neutral,NEGATIVE
G000d application,5,2023-12-07,CBE,Google Play,neutral,NEGATIVE
ጥሩ ነው ቀጥሉበት,5,2023-09-01,CBE,Google Play,neutral,NEGATIVE
Waaw ነው,4,2023-06-22,CBE,Google Play,neutral,NEGATIVE
አሪፍ ነው በጣም,2,2023-05-18,CBE,Google Play,neutral,NEGATIVE
Honest,5,2023-04-06,CBE,Google Play,positive,POSITIVE
በጣም ጥሩ መተግበሪያ ነው,5,2022-06-02,CBE,Google Play,neutral,NEGATIVE
Good banke app,5,2022-06-01,CBE,Google Play,positive,POSITIVE
በጣም አሪፍ ነው,4,2021-10-19,CBE,Google Play,neutral,NEGATIVE
ቆጆ ነው,5,2021-10-18,CBE,Google Play,neutral,NEGATIVE
በጣም አሪፍ ቴክኖሎጂ ነው,5,2021-10-11,CBE,Google Play,neutral,NEGATIVE
it's good app so i am happy!!!,5,2021-08-15,CBE,Google Play,positive,POSITIVE
አስፈላጊ የሆነ,5,2021-05-19,CBE,Google Play,neutral,NEGATIVE
የgoole፡ደንበነኛ፡ለማሆን፡እፈልጋለሁ።,2,2021-02-14,CBE,Google Play,neutral,NEGATIVE
Exellent,5,2020-10-17,CBE,Google Play,neutral,NEGATIVE
የማምነው ነው,5,2020-09-09,CBE,Google Play,neutral,NEGATIVE
it is not functional for all android phone like mine ...techno cammon c9 So i can't instal or can not recieve from my freinds So think over it,1,2020-08-08,CBE,Google Play,positive,NEGATIVE
