review,rating,date,bank,source
I dont recommand it to any one,1,2024-08-23 11:05:36,BOA,Google Play
Good,5,2024-08-22 09:00:42,BOA,Google Play
Excellent app,5,2024-08-21 13:20:16,BOA,Google Play
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20 12:35:21,BOA,Google Play
ትርሃስ,5,2024-08-19 18:58:10,BOA,Google Play
Gio,4,2024-08-19 13:12:51,BOA,Google Play
App isn't working,1,2024-08-18 20:48:13,BOA,Google Play
Best app,5,2024-08-18 20:19:44,BOA,Google Play
so far good but always it lugs,3,2024-08-17 19:16:57,BOA,Google Play
Don't trust this bank and its service.,1,2024-08-16 14:31:36,BOA,Google Play
"I can not open and use the application,please help me!",5,2024-08-15 21:13:25,BOA,Google Play
Horrible,1,2024-08-14 22:31:06,BOA,Google Play
Mostly not working 😑,1,2024-08-14 12:29:24,BOA,Google Play
Good,5,2024-08-13 20:26:12,BOA,Google Play
Awesome 👌,5,2024-08-12 14:38:07,BOA,Google Play
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12 13:23:20,BOA,Google Play
Thank you,3,2024-08-12 11:06:19,BOA,Google Play
Very poor app b/c highly slow to open the app,1,2024-08-12 07:56:44,BOA,Google Play
Ok,5,2024-08-12 03:46:06,BOA,Google Play
best,1,2024-08-12 02:34:06,BOA,Google Play
Best app,5,2024-08-11 22:38:09,BOA,Google Play
Wedi Tekle .,5,2024-08-11 16:13:14,BOA,Google Play
Bad app📱👎👎👎,1,2024-08-11 12:39:15,BOA,Google Play
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11 09:12:42,BOA,Google Play
Nice appp,5,2024-08-11 07:23:42,BOA,Google Play
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10 18:31:56,BOA,Google Play
Gooood app my dear,5,2024-08-10 02:59:07,BOA,Google Play
Harun tamam galanaa,3,2024-08-09 17:30:52,BOA,Google Play
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08 15:31:00,BOA,Google Play
Gamebela,1,2024-08-08 15:07:21,BOA,Google Play
so poor app to use can't start up when open the app,1,2024-08-08 10:48:54,BOA,Google Play
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07 16:34:52,BOA,Google Play
Good job,5,2024-08-07 13:56:13,BOA,Google Play
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07 13:03:34,BOA,Google Play
good,3,2024-08-07 11:50:31,BOA,Google Play
Good,5,2024-08-07 11:14:08,BOA,Google Play
Bad app .,1,2024-08-06 21:40:31,BOA,Google Play
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06 18:12:53,BOA,Google Play
Review,5,2024-08-06 18:00:43,BOA,Google Play
Goood,4,2024-08-06 16:21:08,BOA,Google Play
Ok,5,2024-08-06 15:33:00,BOA,Google Play
👎👎👎👎👎👎👎👎👎,1,2024-08-06 00:59:16,BOA,Google Play
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04 13:53:44,BOA,Google Play
The previous version is better it doesn't work,1,2024-08-04 09:16:27,BOA,Google Play
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03 23:59:13,BOA,Google Play
ok,5,2024-08-03 22:37:02,BOA,Google Play
Nice,5,2024-08-03 11:16:43,BOA,Google Play
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03 11:00:33,BOA,Google Play
Great,5,2024-08-03 10:20:06,BOA,Google Play
It's a useless app,1,2024-08-02 09:54:12,BOA,Google Play
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01 19:04:25,BOA,Google Play
Poor network,1,2024-08-01 08:48:09,BOA,Google Play
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31 23:20:53,BOA,Google Play
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31 15:03:12,BOA,Google Play
"It's not working totally, what a useless app is it,",1,2024-07-31 13:54:39,BOA,Google Play
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31 09:01:07,BOA,Google Play
this is so disappointing app 😞,1,2024-07-31 00:37:56,BOA,Google Play
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29 17:48:26,BOA,Google Play
Ok,5,2024-07-29 10:47:11,BOA,Google Play
Nays,5,2024-07-28 20:19:24,BOA,Google Play
The worst app,1,2024-07-28 18:35:54,BOA,Google Play
it can't even open and only display error messages,1,2024-07-27 21:01:32,BOA,Google Play
not active,1,2024-07-27 15:39:42,BOA,Google Play
To get good quality,5,2024-07-27 09:22:10,BOA,Google Play
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26 11:36:44,BOA,Google Play
uselss app dont download,1,2024-07-26 11:36:14,BOA,Google Play
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25 23:24:26,BOA,Google Play
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25 12:35:54,BOA,Google Play
Corrupted and poor app,1,2024-07-24 18:58:27,BOA,Google Play
Good,1,2024-07-24 11:51:19,BOA,Google Play
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24 10:27:07,BOA,Google Play
Nice,5,2024-07-24 09:54:06,BOA,Google Play
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23 23:29:08,BOA,Google Play
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23 18:53:32,BOA,Google Play
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23 18:36:47,BOA,Google Play
Poor application. It turned off by itself,1,2024-07-23 16:06:20,BOA,Google Play
Okay,5,2024-07-23 15:54:10,BOA,Google Play
Allowed,5,2024-07-23 15:41:00,BOA,Google Play
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23 10:35:15,BOA,Google Play
we want international mobile banking,1,2024-07-22 23:31:31,BOA,Google Play
"screenshot isn't working, Please modify it",2,2024-07-22 17:38:15,BOA,Google Play
Naziriet measho 89160437,1,2024-07-22 00:45:21,BOA,Google Play
Ahmed Mohammed husen,3,2024-07-21 19:33:55,BOA,Google Play
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19 22:15:38,BOA,Google Play
I have experiance,5,2024-07-19 22:12:05,BOA,Google Play
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19 18:36:11,BOA,Google Play
Wow,5,2024-07-19 16:21:51,BOA,Google Play
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19 09:35:32,BOA,Google Play
ርይርፍ,3,2024-07-19 08:11:01,BOA,Google Play
The previous application is much better than this one,1,2024-07-18 17:40:55,BOA,Google Play
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18 11:45:25,BOA,Google Play
mal,5,2024-07-16 23:55:56,BOA,Google Play
It is not working at all,1,2024-07-16 20:29:37,BOA,Google Play
Excellent,5,2024-07-16 19:57:45,BOA,Google Play
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16 16:37:32,BOA,Google Play
Wow,5,2024-07-16 13:01:39,BOA,Google Play
😞😞😞😞,1,2024-07-16 00:13:22,BOA,Google Play
😡😡😡😡😡😡😡,1,2024-07-15 19:03:16,BOA,Google Play
The worst banking app,1,2024-07-15 15:06:42,BOA,Google Play
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15 12:56:57,BOA,Google Play
No work app,5,2024-07-15 12:41:15,BOA,Google Play
Is ok but stop sundenly,5,2024-07-15 10:00:54,BOA,Google Play
🤷🤷🤷,3,2024-07-15 06:57:33,BOA,Google Play
experienced,5,2024-07-14 22:35:03,BOA,Google Play
Very poor app. Its Always cresh and not compatible,2,2024-07-13 18:10:50,BOA,Google Play
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13 12:39:40,BOA,Google Play
BoA,5,2024-07-13 11:36:22,BOA,Google Play
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13 11:27:20,BOA,Google Play
Boa,5,2024-07-13 07:50:46,BOA,Google Play
The new app is very good,5,2024-07-13 00:05:22,BOA,Google Play
It's very good but sometimes isn't work probably,5,2024-07-12 18:10:09,BOA,Google Play
It doesn't work,1,2024-07-12 17:38:05,BOA,Google Play
ጭራሽ አይነፋም,1,2024-07-12 15:57:35,BOA,Google Play
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12 04:11:29,BOA,Google Play
The worst mobile banking app,1,2024-07-11 22:17:00,BOA,Google Play
It is not fast,3,2024-07-11 18:48:34,BOA,Google Play
Ok,5,2024-07-11 17:50:36,BOA,Google Play
Useless,1,2024-07-11 16:17:12,BOA,Google Play
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11 15:10:32,BOA,Google Play
ሀየ,5,2024-07-10 18:10:57,BOA,Google Play
Too late!,1,2024-07-10 17:58:49,BOA,Google Play
No work,5,2024-07-10 12:03:47,BOA,Google Play
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09 22:36:45,BOA,Google Play
After update it doesn't work well,2,2024-07-09 10:48:40,BOA,Google Play
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08 22:19:38,BOA,Google Play
Good but Very slow.,1,2024-07-08 12:26:38,BOA,Google Play
Very good app,5,2024-07-07 06:19:52,BOA,Google Play
"It is so bad apps ,it doesn't work",1,2024-07-06 17:34:02,BOA,Google Play
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06 09:20:49,BOA,Google Play
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05 21:21:32,BOA,Google Play
Miliyone.,5,2024-07-05 18:55:55,BOA,Google Play
Workneh girmamo,5,2024-07-05 18:49:53,BOA,Google Play
🙏🙏🙏,5,2024-07-05 15:01:25,BOA,Google Play
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04 14:46:13,BOA,Google Play
Is it even working these days? Please check it.,1,2024-07-04 12:03:15,BOA,Google Play
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04 10:59:38,BOA,Google Play
Please make it functional.,5,2024-07-03 22:38:48,BOA,Google Play
its best app but its don't working in poor connection area so,5,2024-07-03 16:11:03,BOA,Google Play
Please Recover thank you,5,2024-07-02 19:26:30,BOA,Google Play
Best,5,2024-07-01 13:13:46,BOA,Google Play
This app doesn't work,1,2024-06-30 13:39:50,BOA,Google Play
Excellent app,5,2024-06-29 17:46:54,BOA,Google Play
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27 23:33:38,BOA,Google Play
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27 21:27:52,BOA,Google Play
It demands to disable developer option.,1,2024-06-27 19:09:58,BOA,Google Play
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26 18:45:58,BOA,Google Play
Open Open service,5,2024-06-26 00:57:45,BOA,Google Play
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25 12:10:14,BOA,Google Play
ok,1,2024-06-24 23:12:38,BOA,Google Play
Its not working.,1,2024-06-24 10:43:07,BOA,Google Play
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20 14:18:55,BOA,Google Play
Always error occured. The worst app ever,1,2024-06-20 13:19:22,BOA,Google Play
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20 09:17:22,BOA,Google Play
Excellent service,5,2024-06-19 02:11:59,BOA,Google Play
It's not convenient,1,2024-06-17 16:59:56,BOA,Google Play
meskelu Metku,5,2024-06-17 14:10:40,BOA,Google Play
Verry nice,5,2024-06-17 13:05:26,BOA,Google Play
It has become the most unreliable mibile banking app ever.,1,2024-06-16 11:23:01,BOA,Google Play
Good,5,2024-06-14 17:17:50,BOA,Google Play
"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",2,2024-06-13 13:20:15,BOA,Google Play
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13 12:42:15,BOA,Google Play
👍👍👍,5,2024-06-12 10:29:59,BOA,Google Play
Really Bank,5,2024-06-12 02:58:51,BOA,Google Play
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11 14:38:38,BOA,Google Play
The app is not good need a few work,3,2024-06-11 14:09:00,BOA,Google Play
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11 08:19:35,BOA,Google Play
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10 23:09:57,BOA,Google Play
The worst app,1,2024-06-10 17:38:06,BOA,Google Play
excellent service,5,2024-06-10 11:05:49,BOA,Google Play
You are beutiful,5,2024-06-09 11:04:29,BOA,Google Play
Good 👍,5,2024-06-07 03:52:31,BOA,Google Play
The best app,5,2024-06-06 18:09:23,BOA,Google Play
አይሰራም አፑ ለምንድነው,1,2024-06-06 16:05:14,BOA,Google Play
Awful,1,2024-06-06 14:54:25,BOA,Google Play
Developer option to be off really,1,2024-06-06 12:51:45,BOA,Google Play
Good app boa,5,2024-06-06 12:45:26,BOA,Google Play
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06 12:20:54,BOA,Google Play
"Worest app, it cannot be downloaded",2,2024-06-05 18:59:58,BOA,Google Play
😭😭😭😭😭😭😭,1,2024-06-05 04:16:34,BOA,Google Play
slow only some times the wey it is veary nice app,5,2024-06-05 01:26:08,BOA,Google Play
ok yes,5,2024-06-04 23:05:49,BOA,Google Play
The worst mobile banking app,1,2024-06-04 19:31:21,BOA,Google Play
It's nice apps,1,2024-06-04 10:41:53,BOA,Google Play
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03 23:56:20,BOA,Google Play
Excited by your service,5,2024-06-02 14:27:50,BOA,Google Play
Kerfafa new,1,2024-06-01 23:52:18,BOA,Google Play
ABDU MUDESR,2,2024-06-01 22:57:38,BOA,Google Play
Ok,5,2024-05-31 22:06:04,BOA,Google Play
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31 19:55:46,BOA,Google Play
Excellent,5,2024-05-31 19:22:21,BOA,Google Play
It is Good to save time 👌👌,3,2024-05-31 12:39:47,BOA,Google Play
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-30 00:34:12,BOA,Google Play
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29 18:45:37,BOA,Google Play
Ayseram,1,2024-05-28 21:42:46,BOA,Google Play
Worst banking app ever,1,2024-05-28 21:07:28,BOA,Google Play
not bad,1,2024-05-26 21:32:13,BOA,Google Play
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26 10:09:00,BOA,Google Play
Nice,5,2024-05-25 22:37:21,BOA,Google Play
How disappointing!,1,2024-05-25 18:09:45,BOA,Google Play
Sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24 20:38:48,BOA,Google Play
Good,5,2024-05-24 18:17:38,BOA,Google Play
Very Very nice 👌 👍,5,2024-05-23 23:37:43,BOA,Google Play
🥰🥰🥰🥰🥰,5,2024-05-23 14:39:10,BOA,Google Play
Cool,4,2024-05-22 17:02:36,BOA,Google Play
What is that disable developer option I have never seen any app commands.,3,2024-05-22 10:03:55,BOA,Google Play
Please fix the app i doesn't belongs to Abbssinya Bank Name,1,2024-05-22 05:01:58,BOA,Google Play
All,5,2024-05-21 23:38:28,BOA,Google Play
Very poor,1,2024-05-21 20:53:34,BOA,Google Play
Excellent,5,2024-05-21 16:55:00,BOA,Google Play
"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21 13:17:07,BOA,Google Play
It's good when i've downloaded at first. But now it doesn't work well,2,2024-05-20 23:29:06,BOA,Google Play
It's just terrible. It kept crashing in middle of transaction. Hell sometimes it won't open. My phone is stock Android (pixel 8) and I don't even know how this happens. Fix it!,1,2024-05-20 19:24:24,BOA,Google Play
ደስታው ንጋቴ,5,2024-05-20 16:50:21,BOA,Google Play
Best,5,2024-05-20 16:48:41,BOA,Google Play
Good but not working top up,5,2024-05-20 10:43:51,BOA,Google Play
በጣም ቀፋፊ አፕ ነው ። ሰርቶ አያውቅም ። በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም ?,1,2024-05-20 08:08:41,BOA,Google Play
It is good,5,2024-05-19 13:56:19,BOA,Google Play
Great app..,3,2024-05-18 17:07:41,BOA,Google Play
This app is the most worst app I used in Ethiopia and belive me I know I live in Ethiopia. Being the fincial app It doesn't work when you want it. It makes you wait for cash out code and immediately debit the amount before sending the code I have got to say abysinia bank I didn't expect this from you and I use CBE mobile banking,1,2024-05-18 13:42:05,BOA,Google Play
Best,5,2024-05-18 12:02:15,BOA,Google Play
Very good,5,2024-05-18 11:42:31,BOA,Google Play
BOA,5,2024-05-18 11:19:13,BOA,Google Play
Poor mobile banking alwayes not working alwayes,1,2024-05-18 09:12:46,BOA,Google Play
"Absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17 22:21:05,BOA,Google Play
Fails occasionally.,4,2024-05-17 09:31:23,BOA,Google Play
Worst app ever,1,2024-05-16 20:18:54,BOA,Google Play
Easy and cool app,5,2024-05-16 19:56:36,BOA,Google Play
open,5,2024-05-16 17:03:12,BOA,Google Play
App is so bad network,1,2024-05-16 11:30:20,BOA,Google Play
It's not working for 3days. Come on as a big bank in Ethiopia this is unprofessionallism from boa,1,2024-05-15 15:42:42,BOA,Google Play
"Be careful of using this app to transfer large sums of money. Recently I can't top up my mobile card, can't pay tickets, can't transfer money to Telebirr. The *815# works but what's the use of an app if we're using USSD. It will refund your mobile top up days after failing to top up but I wouldn't want to risk that. I'm a big fan of BoA but I wouldn't recommend this app. 👎",1,2024-05-15 14:14:40,BOA,Google Play
Nice 🤙,5,2024-05-15 07:47:00,BOA,Google Play
"The worst mobile banking app, doesn't even work for a week properly.",1,2024-05-15 00:55:51,BOA,Google Play
Secretary,5,2024-05-14 17:02:47,BOA,Google Play
77867748 I can't update my mobile banking,1,2024-05-14 10:55:13,BOA,Google Play
Hate how we're expected to disable 'Developer Options' everytime we open the app. An unnecessary point of friction that's been put in place in the guise of security.,2,2024-05-14 10:09:43,BOA,Google Play
Exilent service,5,2024-05-13 21:12:27,BOA,Google Play
Build a new app,1,2024-05-13 20:57:28,BOA,Google Play
Exceptional service,5,2024-05-13 15:28:02,BOA,Google Play
I don't get why this app is developed it is not functional at all !!,1,2024-05-12 17:48:54,BOA,Google Play
Good application,5,2024-05-12 17:05:02,BOA,Google Play
good good,3,2024-05-12 14:59:16,BOA,Google Play
This app is trash,1,2024-05-12 13:42:53,BOA,Google Play
It's improved now,3,2024-05-12 13:32:10,BOA,Google Play
It is really make my life so much easy!,5,2024-05-12 08:28:12,BOA,Google Play
Good appp,1,2024-05-11 22:33:53,BOA,Google Play
My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,1,2024-05-11 19:15:12,BOA,Google Play
Good,5,2024-05-11 17:23:12,BOA,Google Play
Am not satisfay,2,2024-05-11 14:42:01,BOA,Google Play
Preventing login because I have developer options on is not security. Moved all my money somewhere else because I just didn't wanna deal with it,1,2024-05-11 10:30:55,BOA,Google Play
The app has bugs. Signing in is still a challenge. Transfer to another bank is impossible. The app is slow and bland.,3,2024-05-11 09:25:28,BOA,Google Play
Why do u force me to Turn OFF developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10 18:31:05,BOA,Google Play
"Very poor app. It crashes every time, doesn't load properly, and you can't even buy airtime. The programming is subpar. Please take lessons from other online banking apps. I would give it a zero if I could!!",1,2024-05-10 15:57:32,BOA,Google Play
GOOD HARMONY BANK,5,2024-05-10 12:44:15,BOA,Google Play
This app is very simpl for useing,4,2024-05-10 08:45:32,BOA,Google Play
Very laggy un able to make transactions Fix it,1,2024-05-10 08:33:04,BOA,Google Play
After recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10 05:52:52,BOA,Google Play
Wow amazing,5,2024-05-10 00:49:47,BOA,Google Play
Ethiopia,5,2024-05-09 21:34:00,BOA,Google Play
Great UI UX Design !!!,5,2024-05-09 20:51:50,BOA,Google Play
Rubbish!,1,2024-05-09 19:48:46,BOA,Google Play
App is any updates why?,5,2024-05-09 19:35:29,BOA,Google Play
Good,4,2024-05-09 16:31:52,BOA,Google Play
"I am an app developer, I need to keep developer options on... WHY ARE YOU ASKING ME TO TURN DEVELOPER OPTIONS OFF... why is it that Abyssinia is the only damned bank in Ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at CBE... this is simply terrible, borderline unusable!",1,2024-05-09 14:13:42,BOA,Google Play
UGH 🤮🤮🤮 they are super calculative when it CM 2 Mobile-banking or any online stuff. If ur degital!! better chose other bank.,1,2024-05-09 01:27:11,BOA,Google Play
Slow every time,2,2024-05-08 21:11:51,BOA,Google Play
It takes a very long time to log in please fix,1,2024-05-08 18:49:32,BOA,Google Play
It's not functional at all,1,2024-05-08 17:27:40,BOA,Google Play
What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,2,2024-05-08 15:59:05,BOA,Google Play
Eri,5,2024-05-08 12:29:16,BOA,Google Play
Disgrace app,1,2024-05-08 10:09:12,BOA,Google Play
It doesn't work 😔,1,2024-05-07 22:25:13,BOA,Google Play
It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07 20:47:48,BOA,Google Play
After two weeks it require update why?,5,2024-05-07 18:49:52,BOA,Google Play
Good,3,2024-05-07 18:40:18,BOA,Google Play
Excellence,5,2024-05-07 16:35:12,BOA,Google Play
It keeps crashing and hasn't been fixed,1,2024-05-07 12:20:39,BOA,Google Play
"The application is full of bug, so annoying.",1,2024-05-07 06:47:03,BOA,Google Play
"Why is the app asking me to remove developer options? Why does it matter what I do with my phone , this is unacceptable! Fix this",3,2024-05-06 20:00:37,BOA,Google Play
Worst application relative to other Ethiopia mobile banking app,1,2024-05-06 18:44:10,BOA,Google Play
Good,5,2024-05-06 09:52:35,BOA,Google Play
"Lag,...",1,2024-05-06 06:42:37,BOA,Google Play
"""I am extremely disappointed with the poor service I have received. It is unacceptable that I cannot make transactions of 30,000 Birr and sometimes my money gets stuck in the air. As a result of your incompetence, I have been forced to change my bank account. This level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-06 01:13:23,BOA,Google Play
አረ wuyyyyyyyyyy,1,2024-05-05 21:54:21,BOA,Google Play
Great app,5,2024-05-05 21:47:10,BOA,Google Play
"Doesn't work properly, keeps closing won't activate any account, I wouldn't recommend downloading",1,2024-05-05 19:15:19,BOA,Google Play
Pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05 17:38:54,BOA,Google Play
Best,5,2024-05-05 17:24:29,BOA,Google Play
አሁን update የተደረገው App ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን😏😏),1,2024-05-05 13:22:17,BOA,Google Play
Dont even try,1,2024-05-05 10:56:43,BOA,Google Play
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04 22:44:53,BOA,Google Play
it's good app,5,2024-05-04 22:43:38,BOA,Google Play
good,5,2024-05-04 20:48:56,BOA,Google Play
Good service,5,2024-05-04 19:48:25,BOA,Google Play
This app is not working!!,1,2024-05-04 19:24:22,BOA,Google Play
ayseram yastelal,3,2024-05-04 19:10:44,BOA,Google Play
this app not work why?pleas tell me,2,2024-05-04 19:04:16,BOA,Google Play
አማረኛ ?,1,2025-01-31 21:49:18,BOA,Google Play
T the other day and then I have to go 😭 to the other side of the house 😁😁😁😁 I know I don't know if I have r RTR and I don't know what to say about it but I have a new phone with a sinister e so you can get it for me to get w,4,2024-10-02 11:02:06,BOA,Google Play
Good,5,2024-09-20 16:47:19,BOA,Google Play
Good,5,2024-08-15 05:52:55,BOA,Google Play
አልክፍት አለኝ ምንጭ,5,2024-07-28 12:21:55,BOA,Google Play
Good,4,2024-07-15 20:33:16,BOA,Google Play
Arife,5,2024-05-21 19:10:34,BOA,Google Play
Good 👍,5,2024-05-04 19:02:27,BOA,Google Play
አስፈላጊ,5,2024-05-01 02:52:05,BOA,Google Play
tebedu arif app new,4,2024-04-27 10:31:44,BOA,Google Play
በርቱ,5,2024-04-25 14:25:55,BOA,Google Play
